Game ID,Home Team,Away Team,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Player ID
,,,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,
202411150OKC,OKC,PHO,TyTy Washington Jr.,7:01,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1.7,+10,bolbo01
202411150OKC,OKC,PHO,Bol Bol,5:11,2,4,.500,1,3,.333,0,1,.000,0,2,2,1,0,0,1,1,5,2.5,+8,leeda03
202411150OKC,OKC,PHO,Damion Lee,5:11,1,2,.500,1,1,1.000,2,2,1.000,0,2,2,1,1,0,0,0,5,6.3,+8,bridgja01
202411150OKC,OKC,PHO,Jalen Bridges,5:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+8,plumlma01
202411150OKC,OKC,PHO,Mason Plumlee,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150OKC,OKC,PHO,Shai Gilgeous-Alexander,32:56,11,25,.440,2,7,.286,4,4,1.000,3,3,6,4,0,1,2,2,28,18.6,+21,gilgesh01
202411150OKC,OKC,PHO,Luguentz Dort,31:36,5,11,.455,2,7,.286,3,3,1.000,3,6,9,2,0,1,1,1,15,13.9,+23,dortlu01
202411150OKC,OKC,PHO,Jalen Williams,30:19,6,16,.375,0,4,.000,2,2,1.000,0,8,8,3,2,2,1,3,14,10.9,+12,willija06
202411150OKC,OKC,PHO,Cason Wallace,26:57,2,3,.667,1,1,1.000,0,0,,0,4,4,3,1,2,0,3,5,8.2,+10,wallaca01
202411150OKC,OKC,PHO,Isaiah Joe,21:58,4,8,.500,2,6,.333,1,1,1.000,0,5,5,2,0,2,0,2,11,10.5,+11,joeis01
202411150OKC,OKC,PHO,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,mitchaj01
202411150OKC,OKC,PHO,Ajay Mitchell,22:38,3,7,.429,1,2,.500,0,0,,2,2,4,3,0,0,1,2,7,5.6,-2,diengou01
202411150OKC,OKC,PHO,Ousmane Dieng,21:43,2,8,.250,1,6,.167,2,2,1.000,1,4,5,1,1,0,2,4,7,2.2,+4,wiggiaa01
202411150OKC,OKC,PHO,Aaron Wiggins,19:54,2,5,.400,1,1,1.000,3,4,.750,1,0,1,2,0,0,0,3,8,5.8,+13,willike04
202411150OKC,OKC,PHO,Kenrich Williams,15:09,1,4,.250,0,3,.000,0,0,,1,5,6,1,1,3,1,3,2,3.4,+2,jonesdi01
202411150OKC,OKC,PHO,Dillon Jones,8:17,0,2,.000,0,1,.000,2,2,1.000,2,1,3,0,1,0,2,2,2,0.5,-6,flaglad01
202411150OKC,OKC,PHO,Adam Flagler,4:20,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-1.5,-5,leonsma01
202411150OKC,OKC,PHO,Malevy Leons,4:13,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-3,
202411150GSW,GSW,MEM,Jaren Jackson Jr.,32:53,11,20,.550,0,4,.000,10,11,.909,1,5,6,1,1,2,1,2,32,25.5,-5,jacksja02
202411150GSW,GSW,MEM,Jaylen Wells,27:13,5,10,.500,2,6,.333,4,5,.800,3,1,4,2,0,0,1,1,16,13.0,+6,wellsja01
202411150GSW,GSW,MEM,Scotty Pippen Jr.,21:52,0,6,.000,0,2,.000,3,3,1.000,0,2,2,4,0,0,0,1,3,1.8,-23,pippesc02
202411150GSW,GSW,MEM,Santi Aldama,15:59,2,8,.250,0,3,.000,0,0,,2,1,3,0,0,1,0,1,4,1.2,-10,aldamsa01
202411150GSW,GSW,MEM,Brandon Clarke,12:50,1,4,.250,0,2,.000,0,0,,1,4,5,0,1,0,1,1,2,1.1,-16,clarkbr01
202411150GSW,GSW,MEM,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,banede01
202411150GSW,GSW,MEM,Desmond Bane,27:01,7,13,.538,1,4,.250,3,4,.750,1,5,6,2,2,0,3,1,18,13.5,+12,willivi01
202411150GSW,GSW,MEM,Vince Williams Jr.,23:48,4,9,.444,0,4,.000,1,4,.250,2,3,5,4,0,2,2,4,9,6.0,+7,edeyza01
202411150GSW,GSW,MEM,Zach Edey,23:27,5,8,.625,2,2,1.000,2,2,1.000,4,5,9,0,1,1,0,3,14,15.2,+14,smartma01
202411150GSW,GSW,MEM,Marcus Smart,19:57,4,11,.364,1,6,.167,0,0,,1,4,5,6,0,2,3,2,9,6.6,-2,laravja01
202411150GSW,GSW,MEM,Jake LaRavia,16:55,2,6,.333,1,3,.333,2,2,1.000,1,2,3,2,3,2,3,4,7,6.1,+6,kennalu01
202411150GSW,GSW,MEM,Luke Kennard,11:59,0,5,.000,0,5,.000,2,2,1.000,1,3,4,0,0,0,1,1,2,-1.3,-10,huffja01
202411150GSW,GSW,MEM,Jay Huff,6:06,1,3,.333,0,1,.000,0,0,,1,1,2,1,0,1,0,0,2,2.7,-4,konchjo01
202411150GSW,GSW,MEM,John Konchar,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150GSW,GSW,MEM,Draymond Green,30:15,5,11,.455,3,7,.429,0,0,,0,8,8,7,1,0,1,3,13,13.4,+6,greendr01
202411150GSW,GSW,MEM,Stephen Curry,26:01,4,9,.444,3,7,.429,2,2,1.000,1,7,8,5,4,0,3,2,13,14.8,+9,curryst01
202411150GSW,GSW,MEM,Andrew Wiggins,20:47,5,14,.357,1,4,.250,2,2,1.000,1,1,2,1,1,1,0,2,13,7.8,+4,wiggian01
202411150GSW,GSW,MEM,Trayce Jackson-Davis,17:42,3,5,.600,0,0,,3,4,.750,2,4,6,2,1,1,2,2,9,9.2,-1,jackstr02
202411150GSW,GSW,MEM,Lindy Waters III,10:33,3,4,.750,2,3,.667,0,0,,0,0,0,1,0,1,1,1,8,6.4,+3,waterli01
202411150GSW,GSW,MEM,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,hieldbu01
202411150GSW,GSW,MEM,Buddy Hield,30:19,7,15,.467,4,8,.500,0,0,,4,0,4,2,0,0,5,4,18,7.9,-2,podzibr01
202411150GSW,GSW,MEM,Brandin Podziemski,27:45,3,6,.500,1,4,.250,4,4,1.000,0,7,7,5,1,0,0,2,11,13.8,-2,anderky01
202411150GSW,GSW,MEM,Kyle Anderson,19:03,3,7,.429,2,3,.667,0,0,,0,4,4,4,0,2,1,3,8,7.5,+6,kuminjo01
202411150GSW,GSW,MEM,Jonathan Kuminga,17:59,3,13,.231,0,4,.000,2,4,.500,2,2,4,2,0,0,1,5,8,-0.3,+2,moodymo01
202411150GSW,GSW,MEM,Moses Moody,16:28,4,8,.500,3,5,.600,3,5,.600,0,3,3,1,0,0,2,2,14,8.0,+2,looneke01
202411150GSW,GSW,MEM,Kevon Looney,12:30,2,4,.500,0,0,,2,4,.500,3,4,7,3,0,0,1,2,6,6.8,+4,paytoga02
202411150GSW,GSW,MEM,Gary Payton II,10:38,1,2,.500,0,1,.000,0,0,,1,2,3,0,1,0,2,0,2,1.3,-6,spencpa01
202411150GSW,GSW,MEM,Pat Spencer,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150SAC,SAC,MIN,Anthony Edwards,41:56,14,27,.519,6,14,.429,2,2,1.000,1,4,5,2,0,0,2,4,36,22.4,+16,edwaran01
202411150SAC,SAC,MIN,Julius Randle,41:16,8,20,.400,2,7,.286,8,8,1.000,1,3,4,5,1,0,4,1,26,16.9,+17,randlju01
202411150SAC,SAC,MIN,Rudy Gobert,40:59,5,7,.714,0,0,,1,1,1.000,3,8,11,2,0,3,1,2,11,14.3,+11,goberru01
202411150SAC,SAC,MIN,Jaden McDaniels,37:24,5,13,.385,3,8,.375,1,2,.500,3,3,6,3,3,1,3,6,14,9.9,+4,mcdanja02
202411150SAC,SAC,MIN,Mike Conley,36:45,4,12,.333,4,9,.444,2,3,.667,0,4,4,7,5,0,0,1,14,17.5,+10,conlemi01
202411150SAC,SAC,MIN,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,reidna01
202411150SAC,SAC,MIN,Naz Reid,23:45,7,12,.583,2,4,.500,0,0,,1,4,5,2,0,0,0,1,16,13.3,-20,alexani01
202411150SAC,SAC,MIN,Nickeil Alexander-Walker,20:32,4,6,.667,2,3,.667,0,0,,1,2,3,3,0,0,1,2,10,9.0,-2,divindo01
202411150SAC,SAC,MIN,Donte DiVincenzo,19:06,1,4,.250,1,4,.250,0,0,,0,3,3,2,0,0,0,2,3,2.1,-14,dilliro01
202411150SAC,SAC,MIN,Rob Dillingham,3:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2,inglejo01
202411150SAC,SAC,MIN,Joe Ingles,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,,doziepj01
202411150SAC,SAC,MIN,PJ Dozier,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,garzalu01
202411150SAC,SAC,MIN,Luka Garza,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,minotjo01
202411150SAC,SAC,MIN,Josh Minott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,shannte01
202411150SAC,SAC,MIN,Terrence Shannon Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150SAC,SAC,MIN,Keegan Murray,45:03,6,15,.400,2,7,.286,0,0,,3,7,10,2,1,1,0,1,14,12.8,-7,murrake02
202411150SAC,SAC,MIN,De'Aaron Fox,44:29,22,35,.629,6,10,.600,10,11,.909,2,1,3,7,3,1,6,3,60,47.0,+1,foxde01
202411150SAC,SAC,MIN,Domantas Sabonis,39:39,10,15,.667,0,3,.000,3,3,1.000,2,10,12,4,0,3,4,1,23,21.4,-5,sabondo01
202411150SAC,SAC,MIN,Kevin Huerter,30:56,2,7,.286,0,3,.000,0,0,,0,6,6,4,0,1,1,2,4,3.4,-21,huertke01
202411150SAC,SAC,MIN,Alex Len,8:33,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,2,2,0.5,-14,lenal01
202411150SAC,SAC,MIN,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,lylestr01
202411150SAC,SAC,MIN,Trey Lyles,41:02,2,8,.250,1,5,.200,2,2,1.000,2,6,8,1,1,0,1,4,7,4.5,+10,elliske01
202411150SAC,SAC,MIN,Keon Ellis,23:06,1,4,.250,1,3,.333,0,0,,1,4,5,1,1,1,1,2,3,3.1,+3,mclaujo01
202411150SAC,SAC,MIN,Jordan McLaughlin,16:40,1,4,.250,0,1,.000,3,4,.750,1,2,3,1,0,0,0,1,5,3.8,+9,mcderdo01
202411150SAC,SAC,MIN,Doug McDermott,15:32,3,6,.500,2,4,.500,0,0,,0,3,3,1,0,0,0,1,8,6.2,+4,jonesco02
202411150SAC,SAC,MIN,Colby Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,jonesis01
202411150SAC,SAC,MIN,Isaac Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,jonesma05
202411150SAC,SAC,MIN,Mason Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411160CHO,CHO,MIL,Taurean Prince,35:03,9,14,.643,4,5,.800,1,1,1.000,2,1,3,5,1,0,2,2,23,20.2,+7,princta02
202411160CHO,CHO,MIL,Giannis Antetokounmpo,33:29,11,22,.500,0,1,.000,0,1,.000,2,13,15,12,0,2,2,2,22,22.9,-2,antetgi01
202411160CHO,CHO,MIL,Delon Wright,33:10,3,10,.300,1,7,.143,0,2,.000,1,2,3,6,1,3,0,1,7,8.6,0,wrighde01
202411160CHO,CHO,MIL,Andre Jackson Jr.,32:34,4,6,.667,4,5,.800,2,2,1.000,0,2,2,1,0,0,3,4,14,8.1,-8,jacksan01
202411160CHO,CHO,MIL,Brook Lopez,30:26,2,7,.286,1,5,.200,0,0,,0,3,3,1,1,1,1,4,5,1.6,+1,lopezbr01
202411160CHO,CHO,MIL,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,portibo01
202411160CHO,CHO,MIL,Bobby Portis,23:54,9,15,.600,1,2,.500,2,5,.400,2,5,7,3,0,0,0,1,21,17.5,+5,connapa01
202411160CHO,CHO,MIL,Pat Connaughton,20:54,4,8,.500,2,4,.500,0,0,,1,6,7,2,0,0,1,2,10,8.1,-3,trentga02
202411160CHO,CHO,MIL,Gary Trent Jr.,17:49,4,8,.500,2,6,.333,0,0,,0,0,0,1,3,0,0,0,10,9.7,-1,greenaj01
202411160CHO,CHO,MIL,A.J. Green,12:37,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,2,2,0.2,-4,beaucma01
202411160CHO,CHO,MIL,MarJon Beauchamp,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,johnsaj01
202411160CHO,CHO,MIL,AJ Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,livinch01
202411160CHO,CHO,MIL,Chris Livingston,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,robbili01
202411160CHO,CHO,MIL,Liam Robbins,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,smithty02
202411160CHO,CHO,MIL,Tyler Smith,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,umudest01
202411160CHO,CHO,MIL,Stanley Umude,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411160CHO,CHO,MIL,LaMelo Ball,36:20,7,20,.350,1,7,.143,11,11,1.000,2,7,9,6,0,0,2,4,26,18.9,+12,ballla01
202411160CHO,CHO,MIL,Brandon Miller,33:37,5,17,.294,3,11,.273,0,0,,0,4,4,3,2,0,2,1,13,6.0,-1,millebr02
202411160CHO,CHO,MIL,Grant Williams,30:26,2,8,.250,2,6,.333,0,0,,0,7,7,2,0,1,0,4,6,3.8,+9,willigr01
202411160CHO,CHO,MIL,Josh Green,28:34,5,8,.625,3,4,.750,2,2,1.000,1,4,5,5,3,0,0,2,15,19.0,-2,greenjo02
202411160CHO,CHO,MIL,Miles Bridges,26:57,7,15,.467,3,7,.429,2,2,1.000,2,5,7,3,1,0,1,0,19,16.3,+4,bridgmi02
202411160CHO,CHO,MIL,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,diabamo01
202411160CHO,CHO,MIL,Moussa DiabatÃ©,24:46,6,7,.857,0,0,,0,0,,10,4,14,1,1,3,3,1,12,18.1,-7,martico01
202411160CHO,CHO,MIL,Cody Martin,23:00,1,3,.333,1,1,1.000,3,6,.500,0,2,2,3,0,0,1,2,6,4.0,+4,manntr01
202411160CHO,CHO,MIL,Tre Mann,21:18,5,8,.625,1,2,.500,0,0,,1,3,4,0,0,0,1,2,11,7.2,-7,salauti01
202411160CHO,CHO,MIL,Tidjane SalaÃ¼n,9:31,1,4,.250,1,3,.333,0,0,,0,1,1,2,0,0,0,0,3,2.3,-8,curryse01
202411160CHO,CHO,MIL,Seth Curry,5:29,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,0,0,4,2.7,+1,gibsota01
202411160CHO,CHO,MIL,Taj Gibson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,micicva01
202411160CHO,CHO,MIL,Vasilije MiciÄ,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,rhodeja01
202411160CHO,CHO,MIL,Jared Rhoden,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,smithni01
202411160CHO,CHO,MIL,Nick Smith Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411160BOS,BOS,TOR,RJ Barrett,42:29,10,27,.370,1,3,.333,4,9,.444,0,10,10,15,1,1,1,4,25,20.7,+3,barrerj01
202411160BOS,BOS,TOR,Ochai Agbaji,39:19,5,13,.385,3,8,.375,0,0,,0,6,6,3,0,1,1,1,13,9.1,-4,agbajoc01
202411160BOS,BOS,TOR,Jakob Poeltl,37:14,16,19,.842,0,0,,3,4,.750,6,6,12,0,1,0,2,2,35,31.9,-3,poeltja01
202411160BOS,BOS,TOR,Gradey Dick,37:08,3,12,.250,1,5,.200,2,2,1.000,1,1,2,5,0,0,1,1,9,4.9,-3,dickgr01
202411160BOS,BOS,TOR,Davion Mitchell,32:15,4,5,.800,1,2,.500,1,1,1.000,1,2,3,5,1,0,0,4,10,12.3,0,mitchda01
202411160BOS,BOS,TOR,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,sheadja01
202411160BOS,BOS,TOR,Jamal Shead,20:45,3,9,.333,0,1,.000,0,0,,0,1,1,4,0,0,1,3,6,1.8,-3,bouchch01
202411160BOS,BOS,TOR,Chris Boucher,19:40,5,6,.833,2,3,.667,3,3,1.000,4,1,5,0,0,0,1,1,15,14.5,0,mogbojo01
202411160BOS,BOS,TOR,Jonathan Mogbo,16:42,1,2,.500,0,0,,1,2,.500,2,3,5,0,0,0,0,3,3,2.7,-3,battlja01
202411160BOS,BOS,TOR,Jamison Battle,10:53,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,3.4,-2,fernabr01
202411160BOS,BOS,TOR,Bruno Fernando,8:35,2,4,.500,0,0,,0,0,,1,1,2,2,0,0,2,0,4,2.4,0,quickim01
202411160BOS,BOS,TOR,Immanuel Quickley,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,templga01
202411160BOS,BOS,TOR,Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411160BOS,BOS,TOR,Jaylen Brown,42:57,8,16,.500,2,7,.286,9,10,.900,2,4,6,7,0,1,3,5,27,21.8,+2,brownja02
202411160BOS,BOS,TOR,Jayson Tatum,41:39,7,19,.368,5,12,.417,5,5,1.000,0,11,11,9,0,0,2,3,24,19.9,+1,tatumja01
202411160BOS,BOS,TOR,Derrick White,41:14,7,20,.350,3,12,.250,1,2,.500,2,3,5,4,0,2,1,1,18,11.5,+1,whitede01
202411160BOS,BOS,TOR,Neemias Queta,33:06,6,8,.750,0,1,.000,0,0,,4,4,8,2,0,1,0,2,12,14.1,-5,quetane01
202411160BOS,BOS,TOR,Al Horford,31:56,6,11,.545,5,10,.500,1,1,1.000,2,2,4,2,1,1,2,1,18,15.4,-7,horfoal01
202411160BOS,BOS,TOR,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,hausesa01
202411160BOS,BOS,TOR,Sam Hauser,25:24,5,12,.417,3,10,.300,1,1,1.000,0,0,0,1,0,1,0,2,14,8.2,+8,pritcpa01
202411160BOS,BOS,TOR,Payton Pritchard,23:53,2,8,.250,2,7,.286,0,0,,0,0,0,1,0,0,0,2,6,1.1,+6,kornelu01
202411160BOS,BOS,TOR,Luke Kornet,17:14,2,3,.667,0,0,,0,0,,3,3,6,3,1,0,1,2,4,7.0,+7,walshjo01
202411160BOS,BOS,TOR,Jordan Walsh,7:37,1,2,.500,1,2,.500,0,0,,1,1,2,1,0,0,0,2,3,2.9,+2,holidjr01
202411160BOS,BOS,TOR,Jrue Holiday,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,porzikr01
202411160BOS,BOS,TOR,Kristaps PorziÅÄ£is,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,sprinja01
202411160BOS,BOS,TOR,Jaden Springer,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,tillmxa01
202411160BOS,BOS,TOR,Xavier Tillman Sr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411160NOP,NOP,LAL,Austin Reaves,40:50,3,15,.200,2,9,.222,2,2,1.000,1,1,2,7,1,0,0,1,10,7.2,+9,reaveau01
202411160NOP,NOP,LAL,Dalton Knecht,37:15,10,17,.588,5,10,.500,2,2,1.000,2,5,7,2,2,0,0,1,27,25.0,+11,knechda01
202411160NOP,NOP,LAL,Anthony Davis,37:14,12,20,.600,2,4,.500,5,7,.714,3,11,14,1,2,1,2,3,31,26.6,+2,davisan02
202411160NOP,NOP,LAL,LeBron James,37:02,8,19,.421,2,7,.286,3,5,.600,4,3,7,5,1,0,6,1,21,11.9,+1,jamesle01
202411160NOP,NOP,LAL,Max Christie,29:55,1,6,.167,0,3,.000,0,0,,2,1,3,1,2,1,0,2,2,2.5,+1,chrisma02
202411160NOP,NOP,LAL,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,vincega01
