Game ID,Home Team,Away Team,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Player ID
,,,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,
202411150CLE,CLE,CHI,Dalen Terry,18:15,2,4,.500,1,2,.500,1,2,.500,1,0,1,2,1,0,4,0,6,2.7,-6,smithja04
202411150CLE,CLE,CHI,Jalen Smith,14:08,2,3,.667,0,1,.000,2,2,1.000,0,3,3,1,0,0,0,0,6,6.3,0,buzelma01
202411150CLE,CLE,CHI,Matas Buzelis,8:26,3,3,1.000,3,3,1.000,0,0,,0,2,2,0,0,1,0,0,9,9.4,+8,duartch01
202411150CLE,CLE,CHI,Chris Duarte,0:46,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-3,hortota01
202411150CLE,CLE,CHI,Talen Horton-Tucker,0:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,liddeej01
202411150CLE,CLE,CHI,E.J. Liddell,0:46,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,carteje01
202411150CLE,CLE,CHI,Jevon Carter,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,craigto01
202411150CLE,CLE,CHI,Torrey Craig,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150CLE,CLE,CHI,Jarrett Allen,36:33,11,15,.733,0,0,,2,2,1.000,1,9,10,3,3,2,2,0,24,25.8,+9,allenja01
202411150CLE,CLE,CHI,Darius Garland,34:09,9,18,.500,4,7,.571,7,7,1.000,0,3,3,9,1,0,5,2,29,22.4,+18,garlada01
202411150CLE,CLE,CHI,Donovan Mitchell,34:06,12,23,.522,7,13,.538,6,7,.857,0,7,7,4,1,2,1,2,37,30.8,+11,mitchdo01
202411150CLE,CLE,CHI,Isaac Okoro,26:04,2,4,.500,0,2,.000,0,0,,0,1,1,3,2,1,0,2,4,6.3,+3,okorois01
202411150CLE,CLE,CHI,Georges Niang,24:52,5,8,.625,4,7,.571,0,0,,0,8,8,0,1,0,1,3,14,11.6,+7,niangge01
202411150CLE,CLE,CHI,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,wadede01
202411150CLE,CLE,CHI,Dean Wade,28:50,1,5,.200,1,5,.200,2,2,1.000,1,2,3,1,3,1,1,1,5,6.2,+20,leverca01
202411150CLE,CLE,CHI,Caris LeVert,26:04,7,10,.700,4,5,.800,4,5,.800,1,2,3,8,0,0,2,2,22,21.5,+18,jeromty01
202411150CLE,CLE,CHI,Ty Jerome,19:13,3,8,.375,1,4,.250,0,0,,1,3,4,4,0,0,0,2,7,6.2,+11,portecr01
202411150CLE,CLE,CHI,Craig Porter Jr.,5:37,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,1,0,-0.1,-5,thomptr01
202411150CLE,CLE,CHI,Tristan Thompson,4:32,1,1,1.000,0,0,,0,1,.000,0,0,0,0,0,0,1,1,2,-0.1,-2,thorjt01
202411150CLE,CLE,CHI,JT Thor,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,travelu01
202411150CLE,CLE,CHI,Luke Travers,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,tysonja01
202411150CLE,CLE,CHI,Jaylon Tyson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150NYK,NYK,BRK,Cam Thomas,38:43,16,22,.727,7,10,.700,4,6,.667,0,2,2,3,1,1,4,2,43,32.8,-1,thomaca02
202411150NYK,NYK,BRK,Cameron Johnson,36:16,3,10,.300,1,5,.200,10,10,1.000,2,3,5,3,2,0,0,1,17,17.2,+4,johnsca02
202411150NYK,NYK,BRK,Dennis SchrÃ¶der,33:34,4,17,.235,2,10,.200,4,4,1.000,0,3,3,8,2,0,1,2,14,10.4,+10,schrode01
202411150NYK,NYK,BRK,Dorian Finney-Smith,32:18,4,9,.444,4,6,.667,3,4,.750,2,2,4,3,0,1,0,1,15,14.3,+19,finnedo01
202411150NYK,NYK,BRK,Ben Simmons,24:43,2,5,.400,0,0,,0,0,,1,6,7,5,1,0,0,1,4,7.9,0,simmobe01
202411150NYK,NYK,BRK,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,willizi02
202411150NYK,NYK,BRK,Ziaire Williams,28:12,4,10,.400,1,4,.250,0,0,,1,7,8,1,1,0,1,5,9,5.1,+4,wilsoja03
202411150NYK,NYK,BRK,Jalen Wilson,16:07,2,6,.333,2,4,.500,0,0,,0,2,2,1,0,0,0,3,6,2.7,-11,clownno01
202411150NYK,NYK,BRK,Noah Clowney,12:53,1,3,.333,1,3,.333,2,2,1.000,1,0,1,2,0,0,2,3,5,2.2,-17,johnske07
202411150NYK,NYK,BRK,Keon Johnson,11:44,2,4,.500,1,3,.333,2,2,1.000,1,2,3,1,1,0,1,2,7,6.2,-6,miltosh01
202411150NYK,NYK,BRK,Shake Milton,5:30,1,3,.333,0,1,.000,0,0,,2,0,2,0,0,0,0,2,2,0.9,-12,cuiyo01
202411150NYK,NYK,BRK,Yongxi Cui,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,martity01
202411150NYK,NYK,BRK,Tyrese Martin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150NYK,NYK,BRK,Mikal Bridges,41:11,9,17,.529,4,7,.571,0,0,,2,3,5,4,1,1,1,0,22,19.5,+7,bridgmi01
202411150NYK,NYK,BRK,Josh Hart,40:15,3,7,.429,2,5,.400,6,6,1.000,0,9,9,9,2,0,2,3,14,18.1,+2,hartjo01
202411150NYK,NYK,BRK,OG Anunoby,38:46,10,17,.588,1,8,.125,4,5,.800,1,7,8,1,2,0,3,6,25,16.8,+10,anunoog01
202411150NYK,NYK,BRK,Jalen Brunson,34:07,12,20,.600,3,8,.375,10,12,.833,0,3,3,7,0,0,3,4,37,28.2,-1,brunsja01
202411150NYK,NYK,BRK,Jericho Sims,17:59,2,3,.667,0,0,,0,0,,3,4,7,1,0,0,0,1,4,6.3,+6,simsje01
202411150NYK,NYK,BRK,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,hukpoar01
202411150NYK,NYK,BRK,Ariel Hukporti,30:01,3,5,.600,0,0,,1,2,.500,2,2,4,3,0,4,3,3,7,7.0,-4,payneca01
202411150NYK,NYK,BRK,Cameron Payne,19:11,4,10,.400,2,6,.333,0,1,.000,0,3,3,0,1,0,1,3,10,3.9,-5,dadiepa01
202411150NYK,NYK,BRK,Pacome Dadiet,11:41,1,1,1.000,1,1,1.000,2,2,1.000,0,4,4,0,1,1,0,0,5,7.6,0,kolekty01
202411150NYK,NYK,BRK,Tyler Kolek,6:49,0,3,.000,0,3,.000,0,0,,0,2,2,0,0,0,0,1,0,-1.9,-5,mcbrimi01
202411150NYK,NYK,BRK,Miles McBride,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,ryanma01
202411150NYK,NYK,BRK,Matt Ryan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,toppija01
202411150NYK,NYK,BRK,Jacob Toppin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,townska01
202411150NYK,NYK,BRK,Karl-Anthony Towns,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,
202411150SAS,SAS,LAL,LeBron James,37:49,6,12,.500,1,4,.250,2,4,.500,1,15,16,12,1,0,7,0,15,15.8,+3,jamesle01
202411150SAS,SAS,LAL,Anthony Davis,36:10,14,26,.538,2,4,.500,10,12,.833,5,7,12,2,1,2,2,1,40,33.6,+12,davisan02
202411150SAS,SAS,LAL,Austin Reaves,32:04,6,12,.500,5,9,.556,2,2,1.000,1,2,3,6,0,0,0,3,19,17.3,-8,reaveau01
202411150SAS,SAS,LAL,Dalton Knecht,26:01,6,11,.545,2,4,.500,0,0,,1,2,3,0,0,0,0,0,14,10.0,-9,knechda01
202411150SAS,SAS,LAL,Cam Reddish,18:58,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,3,0,-3.3,-16,reddica01
202411150SAS,SAS,LAL,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,russeda01
202411150SAS,SAS,LAL,D'Angelo Russell,29:53,5,11,.455,2,3,.667,1,1,1.000,0,2,2,6,3,0,1,1,13,13.7,+13,chrisma02
202411150SAS,SAS,LAL,Max Christie,29:39,4,7,.571,1,3,.333,2,2,1.000,1,2,3,1,2,1,0,0,11,12.4,+23,vincega01
202411150SAS,SAS,LAL,Gabe Vincent,19:34,2,4,.500,1,2,.500,1,2,.500,1,1,2,0,3,0,0,1,6,7.2,+13,kolokch01
202411150SAS,SAS,LAL,Christian Koloko,9:51,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.2,-6,armeltr01
202411150SAS,SAS,LAL,Armel TraorÃ©,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,jamesbr02
202411150SAS,SAS,LAL,Bronny James,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,lewisma05
202411150SAS,SAS,LAL,Maxwell Lewis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150SAS,SAS,LAL,Victor Wembanyama,34:00,12,25,.480,4,13,.308,0,0,,5,9,14,5,1,2,5,2,28,21.6,-1,wembavi01
202411150SAS,SAS,LAL,Stephon Castle,33:08,7,12,.583,3,4,.750,5,8,.625,1,1,2,5,0,0,1,0,22,18.7,+17,castlst01
202411150SAS,SAS,LAL,Julian Champagnie,31:20,4,8,.500,2,6,.333,0,0,,0,8,8,2,0,0,0,2,10,9.0,0,champju02
202411150SAS,SAS,LAL,Chris Paul,29:16,3,6,.500,2,5,.400,3,3,1.000,0,2,2,11,2,0,2,2,11,15.5,+5,paulch01
202411150SAS,SAS,LAL,Harrison Barnes,27:12,2,3,.667,1,1,1.000,3,4,.750,1,3,4,0,1,0,0,1,8,8.5,+14,barneha02
202411150SAS,SAS,LAL,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,johnske04
202411150SAS,SAS,LAL,Keldon Johnson,27:19,5,10,.500,1,4,.250,1,1,1.000,0,4,4,1,1,0,1,3,12,7.7,-15,vassede01
202411150SAS,SAS,LAL,Devin Vassell,22:28,6,13,.462,3,8,.375,0,0,,0,0,0,5,1,1,0,4,15,11.9,-13,colliza01
202411150SAS,SAS,LAL,Zach Collins,13:59,3,3,1.000,0,0,,0,0,,2,1,3,2,0,1,2,3,6,5.7,-4,weslebl01
202411150SAS,SAS,LAL,Blake Wesley,8:27,0,4,.000,0,2,.000,0,0,,0,0,0,1,0,1,0,1,0,-1.8,-16,branhma01
202411150SAS,SAS,LAL,Malaki Branham,6:25,1,4,.250,1,2,.500,0,0,,1,0,1,0,0,0,1,0,3,0.3,-6,mamuksa01
202411150SAS,SAS,LAL,Sandro Mamukelashvili,6:25,0,0,,0,0,,0,0,,1,1,2,0,0,0,1,1,0,-0.4,-6,bassech01
202411150SAS,SAS,LAL,Charles Bassey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,cissosi01
202411150SAS,SAS,LAL,Sidy Cissoko,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150HOU,HOU,LAC,James Harden,30:35,7,14,.500,3,9,.333,4,4,1.000,0,6,6,2,0,1,5,3,21,11.7,-17,hardeja01
202411150HOU,HOU,LAC,Ivica Zubac,29:42,2,7,.286,0,0,,2,2,1.000,3,8,11,0,0,1,2,4,6,3.5,-15,zubaciv01
202411150HOU,HOU,LAC,Norman Powell,29:11,3,11,.273,1,5,.200,1,2,.500,0,2,2,1,0,0,0,0,8,2.4,-26,powelno01
202411150HOU,HOU,LAC,Derrick Jones Jr.,23:08,0,7,.000,0,3,.000,2,2,1.000,3,4,7,0,2,0,1,0,2,1.4,-20,jonesde02
202411150HOU,HOU,LAC,Kris Dunn,19:17,6,13,.462,1,7,.143,0,0,,1,1,2,2,1,1,0,2,13,9.6,-19,dunnkr01
202411150HOU,HOU,LAC,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,coffeam01
202411150HOU,HOU,LAC,Amir Coffey,26:30,3,7,.429,1,4,.250,3,3,1.000,1,3,4,3,1,0,1,0,10,10.0,-2,porteke02
202411150HOU,HOU,LAC,Kevin Porter Jr.,24:46,5,10,.500,3,5,.600,2,6,.333,0,3,3,3,0,0,3,0,15,8.4,-6,mannte01
202411150HOU,HOU,LAC,Terance Mann,12:31,1,4,.250,0,1,.000,0,0,,0,4,4,0,0,0,0,2,2,0.0,+1,joneska01
202411150HOU,HOU,LAC,Kai Jones,11:08,2,2,1.000,0,0,,0,0,,1,3,4,0,0,1,1,2,4,3.9,-1,millejo02
202411150HOU,HOU,LAC,Jordan Miller,10:23,1,3,.333,0,1,.000,9,10,.900,1,1,2,1,0,0,0,0,11,10.6,-1,brownko01
202411150HOU,HOU,LAC,Kobe Brown,10:23,2,7,.286,0,2,.000,1,2,.500,2,2,4,0,1,0,0,1,5,3.1,-1,hylanbo01
202411150HOU,HOU,LAC,Bones Hyland,8:17,2,5,.400,1,3,.333,2,2,1.000,0,1,1,0,1,1,0,1,7,5.9,-2,batumni01
202411150HOU,HOU,LAC,Nicolas Batum,4:08,0,0,,0,0,,0,0,,1,0,1,0,0,1,1,0,0,0.4,+4,
202411150HOU,HOU,LAC,Jabari Smith Jr.,35:01,11,17,.647,5,8,.625,1,1,1.000,3,8,11,1,2,0,0,3,28,26.5,+31,smithja05
202411150HOU,HOU,LAC,Fred VanVleet,33:19,7,15,.467,4,8,.500,0,0,,0,7,7,10,2,0,2,4,18,17.8,+39,vanvlfr01
202411150HOU,HOU,LAC,Dillon Brooks,33:14,6,12,.500,5,9,.556,0,0,,0,1,1,2,0,0,2,5,17,8.7,+37,brookdi01
202411150HOU,HOU,LAC,Alperen Sengun,32:59,3,9,.333,1,3,.333,9,10,.900,2,8,10,10,2,2,1,2,16,22.9,+38,sengual01
202411150HOU,HOU,LAC,Jalen Green,22:23,4,11,.364,0,5,.000,0,0,,0,5,5,1,0,0,3,1,8,0.7,0,greenja05
202411150HOU,HOU,LAC,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,thompam01
202411150HOU,HOU,LAC,Amen Thompson,25:12,5,9,.556,0,0,,2,4,.500,1,4,5,3,1,0,1,1,12,10.5,+7,easonta01
202411150HOU,HOU,LAC,Tari Eason,22:17,7,12,.583,2,4,.500,1,2,.500,3,3,6,1,2,1,1,4,17,14.8,+2,sheppre01
202411150HOU,HOU,LAC,Reed Sheppard,11:34,0,5,.000,0,4,.000,0,0,,0,0,0,2,1,0,0,2,0,-1.9,-16,holidaa01
202411150HOU,HOU,LAC,Aaron Holiday,8:56,2,3,.667,2,3,.667,0,0,,0,1,1,1,0,0,0,0,6,5.7,-9,adamsst01
202411150HOU,HOU,LAC,Steven Adams,6:57,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,1,0,-0.4,-10,tateja01
202411150HOU,HOU,LAC,Jae'Sean Tate,3:06,1,2,.500,0,0,,1,1,1.000,0,2,2,0,0,0,1,1,3,1.2,-6,landajo01
202411150HOU,HOU,LAC,Jock Landale,2:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4,mcveija01
202411150HOU,HOU,LAC,Jack McVeigh,2:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-4,greenje02
202411150HOU,HOU,LAC,Jeff Green,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150NOP,NOP,DEN,Jamal Murray,42:35,6,16,.375,2,8,.250,2,2,1.000,0,6,6,8,2,0,0,1,16,16.2,0,murraja01
202411150NOP,NOP,DEN,Michael Porter Jr.,38:50,10,18,.556,4,7,.571,0,0,,1,5,6,3,0,0,0,3,24,18.5,+1,portemi01
202411150NOP,NOP,DEN,Christian Braun,37:12,7,12,.583,0,2,.000,1,1,1.000,1,3,4,3,5,0,1,3,15,15.9,-11,braunch01
202411150NOP,NOP,DEN,Dario Å ariÄ,33:42,4,9,.444,1,5,.200,0,0,,1,7,8,5,1,0,4,4,9,6.0,+12,saricda01
202411150NOP,NOP,DEN,Peyton Watson,29:13,6,12,.500,1,5,.200,5,6,.833,0,5,5,0,1,0,0,1,18,13.7,-4,watsope01
202411150NOP,NOP,DEN,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,westbru01
202411150NOP,NOP,DEN,Russell Westbrook,21:53,2,8,.250,1,3,.333,0,0,,1,3,4,7,0,0,1,3,5,4.5,-1,strawju01
202411150NOP,NOP,DEN,Julian Strawther,20:21,1,6,.167,1,4,.250,2,2,1.000,0,3,3,0,0,0,1,1,5,0.7,-11,cancavl01
202411150NOP,NOP,DEN,Vlatko ÄanÄar,8:03,1,2,.500,0,0,,0,0,,1,1,2,0,0,1,0,0,2,2.7,+1,nnajize01
202411150NOP,NOP,DEN,Zeke Nnaji,5:43,0,2,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,0,0,-0.4,-15,tysonhu01
202411150NOP,NOP,DEN,Hunter Tyson,2:28,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-7,alexatr01
202411150NOP,NOP,DEN,Trey Alexander,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,hallpj01
202411150NOP,NOP,DEN,PJ Hall,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,jordade01
202411150NOP,NOP,DEN,DeAndre Jordan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150NOP,NOP,DEN,Brandon Boston Jr.,37:54,7,13,.538,3,7,.429,2,2,1.000,0,4,4,4,1,0,2,2,19,14.9,-1,bostobr01
202411150NOP,NOP,DEN,Brandon Ingram,36:48,12,26,.462,3,9,.333,2,2,1.000,0,9,9,7,0,1,2,1,29,21.5,+18,ingrabr01
202411150NOP,NOP,DEN,Trey Murphy III,30:03,7,15,.467,2,8,.250,1,1,1.000,1,7,8,3,1,0,2,2,17,12.4,-8,murphtr02
202411150NOP,NOP,DEN,Yves Missi,28:32,2,6,.333,0,0,,2,2,1.000,6,6,12,0,1,0,6,1,6,3.2,+1,missiyv01
202411150NOP,NOP,DEN,Javonte Green,26:19,2,8,.250,1,5,.200,4,4,1.000,1,1,2,0,1,1,0,1,9,6.5,-3,greenja02
202411150NOP,NOP,DEN,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,nowelja01
202411150NOP,NOP,DEN,Jaylen Nowell,24:12,2,7,.286,2,2,1.000,1,2,.500,2,3,5,2,0,0,0,0,7,6.2,+10,robinje02
202411150NOP,NOP,DEN,Jeremiah Robinson-Earl,21:51,2,4,.500,0,1,.000,2,2,1.000,4,4,8,2,0,0,0,1,6,9.0,+4,cainja01
202411150NOP,NOP,DEN,Jamal Cain,19:34,1,5,.200,0,3,.000,0,1,.000,1,4,5,2,0,2,1,1,2,1.8,+9,jemistr01
202411150NOP,NOP,DEN,Trey Jemison,14:47,2,3,.667,0,0,,2,2,1.000,2,1,3,1,0,1,1,4,6,5.2,+5,hawkijo01
202411150NOP,NOP,DEN,Jordan Hawkins,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,reevean01
202411150NOP,NOP,DEN,Antonio Reeves,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,theisda01
202411150NOP,NOP,DEN,Daniel Theis,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,
202411150OKC,OKC,PHO,Devin Booker,33:53,2,10,.200,0,0,,8,8,1.000,1,3,4,4,1,1,4,2,12,7.1,-29,bookede01
202411150OKC,OKC,PHO,Josh Okogie,30:15,4,12,.333,1,4,.250,6,9,.667,3,6,9,1,1,0,3,3,15,8.4,-13,okogijo01
202411150OKC,OKC,PHO,Tyus Jones,30:11,2,8,.250,2,8,.250,1,2,.500,0,3,3,3,0,0,0,1,7,4.4,-14,jonesty01
202411150OKC,OKC,PHO,Jusuf NurkiÄ,29:13,0,7,.000,0,3,.000,4,8,.500,3,5,8,0,0,0,2,4,4,-2.5,-10,nurkiju01
202411150OKC,OKC,PHO,Ryan Dunn,24:59,4,13,.308,1,9,.111,0,0,,0,5,5,0,1,1,1,2,9,2.9,-19,dunnry01
202411150OKC,OKC,PHO,Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,ighodos01
202411150OKC,OKC,PHO,Oso Ighodaro,27:21,1,2,.500,0,0,,4,4,1.000,1,6,7,2,0,1,1,5,6,6.6,-3,onealro01
202411150OKC,OKC,PHO,Royce O'Neale,22:04,4,10,.400,2,6,.333,1,2,.500,3,4,7,3,1,0,0,2,11,10.8,-19,morrimo01
202411150OKC,OKC,PHO,Monte Morris,19:30,2,7,.286,1,3,.333,4,4,1.000,0,3,3,1,0,1,1,0,9,6.2,-7,washity02
