id,adjusted_odds,board_time,description,line_score,odds_type,projection_type,rank,start_time,stat_display_name,status,today,updated_at,duration_id,league_id,player_id,projection_type_id,stat_type_id
3443978,True,2024-12-05T22:50:00-05:00,ORL,2.5,goblin,Single Stat,75,2024-12-06T19:10:00-05:00,Rebounds,pre_game,True,2024-12-06T00:03:55-05:00,11,7,188005,2,22
3443991,True,2024-12-05T22:50:00-05:00,ORL,23.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Points,pre_game,True,2024-12-06T00:06:14-05:00,11,7,217536,2,19
3443995,True,2024-12-05T22:50:00-05:00,ORL,1.5,goblin,Single Stat,75,2024-12-06T19:10:00-05:00,3-PT Made,pre_game,True,2024-12-06T00:06:14-05:00,11,7,217536,2,31
3443990,True,2024-12-05T22:50:00-05:00,ORL,24.5,goblin,Single Stat,75,2024-12-06T19:10:00-05:00,Pts+Rebs+Asts,pre_game,True,2024-12-06T00:06:14-05:00,11,7,217536,2,106
3443989,True,2024-12-05T22:50:00-05:00,ORL,34.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Pts+Rebs+Asts,pre_game,True,2024-12-06T00:06:14-05:00,11,7,217536,2,106
3444001,True,2024-12-05T22:50:00-05:00,PHI,0.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Blocked Shots,pre_game,True,2024-12-06T11:09:15-05:00,11,7,37615,2,21
3444017,True,2024-12-05T22:50:00-05:00,PHI,1.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,3-PT Made,pre_game,True,2024-12-05T23:54:42-05:00,11,7,1727,2,31
3444015,True,2024-12-05T22:50:00-05:00,PHI,9.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Points,pre_game,True,2024-12-05T23:54:42-05:00,11,7,1727,2,19
3444013,True,2024-12-05T22:50:00-05:00,PHI,14.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Pts+Rebs+Asts,pre_game,True,2024-12-05T23:54:42-05:00,11,7,1727,2,106
3444011,True,2024-12-05T22:50:00-05:00,PHI,6.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Rebounds,pre_game,True,2024-12-05T23:54:42-05:00,11,7,1727,2,22
3444003,True,2024-12-05T22:50:00-05:00,PHI,1.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,3-PT Made,pre_game,True,2024-12-05T23:55:18-05:00,11,7,37615,2,31
3444023,True,2024-12-05T22:50:00-05:00,PHI,19.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Points,pre_game,True,2024-12-05T23:57:47-05:00,11,7,53830,2,19
3444027,True,2024-12-05T22:50:00-05:00,PHI,2.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,3-PT Made,pre_game,True,2024-12-05T23:57:47-05:00,11,7,53830,2,31
3444022,True,2024-12-05T22:50:00-05:00,PHI,19.5,goblin,Single Stat,75,2024-12-06T19:10:00-05:00,Pts+Rebs+Asts,pre_game,True,2024-12-05T23:57:47-05:00,11,7,53830,2,106
3444018,True,2024-12-05T22:50:00-05:00,PHI,1.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Steals,pre_game,True,2024-12-05T23:57:47-05:00,11,7,53830,2,23
3444021,True,2024-12-05T22:50:00-05:00,PHI,29.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Pts+Rebs+Asts,pre_game,True,2024-12-05T23:57:47-05:00,11,7,53830,2,106
3444019,True,2024-12-05T22:50:00-05:00,PHI,4.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Rebounds,pre_game,True,2024-12-05T23:57:47-05:00,11,7,53830,2,22
3444009,True,2024-12-05T22:50:00-05:00,ORL,1.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Assists,pre_game,True,2024-12-06T00:02:57-05:00,11,7,174595,2,20
3444007,True,2024-12-05T22:50:00-05:00,ORL,14.5,demon,Single Stat,75,2024-12-06T19:10:00-05:00,Points,pre_game,True,2024-12-06T00:02:57-05:00,11,7,174595,2,19
3444005,True,2024-12-05T22:50:00-05:00,ORL,3.5,goblin,Single Stat,75,2024-12-06T19:10:00-05:00,Rebounds,pre_game,True,2024-12-06T00:02:57-05:00,11,7,174595,2,22
