PlayerID,Player,Team,TeamID,Position
sheppre01,Reed Sheppard,Houston Rockets,HOU,SG
smithja05,Jabari Smith Jr.,Houston Rockets,HOU,PF
tateja01,Jae'Sean Tate,Houston Rockets,HOU,SF
thompam01,Amen Thompson,Houston Rockets,HOU,SF
vanvlfr01,Fred VanVleet,Houston Rockets,HOU,PG
whitmca01,Cam Whitmore,Houston Rockets,HOU,SF
willije02,Jeenathan Williams,Houston Rockets,HOU,SG
freemen01,Enrique Freeman,Indiana Pacers,IND,PF
furphjo01,Johnny Furphy,Indiana Pacers,IND,SG
halibty01,Tyrese Haliburton,Indiana Pacers,IND,PG
jacksis01,Isaiah Jackson,Indiana Pacers,IND,PF
jacksqu01,Quenton Jackson,Indiana Pacers,IND,PG
johnsja01,James Johnson,Indiana Pacers,IND,PF
mathube01,Bennedict Mathurin,Indiana Pacers,IND,SG
mccontj01,T.J. McConnell,Indiana Pacers,IND,PG
nembhan01,Andrew Nembhard,Indiana Pacers,IND,SG
nesmiaa01,Aaron Nesmith,Indiana Pacers,IND,SF
sheppbe01,Ben Sheppard,Indiana Pacers,IND,SG
siakapa01,Pascal Siakam,Indiana Pacers,IND,PF
toppiob01,Obi Toppin,Indiana Pacers,IND,PF
turnemy01,Myles Turner,Indiana Pacers,IND,C
walkeja02,Jarace Walker,Indiana Pacers,IND,PF
wisemja01,James Wiseman,Indiana Pacers,IND,C
batumni01,Nicolas Batum,Los Angeles Clippers,LAC,SF
brownko01,Kobe Brown,Los Angeles Clippers,LAC,PF
coffeam01,Amir Coffey,Los Angeles Clippers,LAC,SG
dunnkr01,Kris Dunn,Los Angeles Clippers,LAC,PG
hardeja01,James Harden,Los Angeles Clippers,LAC,SG
hylanbo01,Bones Hyland,Los Angeles Clippers,LAC,PG
jonesde02,Derrick Jones Jr.,Los Angeles Clippers,LAC,SF
joneska01,Kai Jones,Los Angeles Clippers,LAC,C
mannte01,Terance Mann,Los Angeles Clippers,LAC,SG
millejo02,Jordan Miller,Los Angeles Clippers,LAC,SF
porteke02,Kevin Porter Jr.,Los Angeles Clippers,LAC,SG
powelno01,Norman Powell,Los Angeles Clippers,LAC,SG
zubaciv01,Ivica Zubac,Los Angeles Clippers,LAC,C
chrisma02,Max Christie,Los Angeles Lakers,LAL,SG
davisan02,Anthony Davis,Los Angeles Lakers,LAL,PF
hachiru01,Rui Hachimura,Los Angeles Lakers,LAL,PF
hayesja02,Jaxson Hayes,Los Angeles Lakers,LAL,C
jamesbr02,Bronny James,Los Angeles Lakers,LAL,SG
jamesle01,LeBron James,Los Angeles Lakers,LAL,SF
knechda01,Dalton Knecht,Los Angeles Lakers,LAL,SF
kolokch01,Christian Koloko,Los Angeles Lakers,LAL,C
reaveau01,Austin Reaves,Los Angeles Lakers,LAL,SG
reddica01,Cam Reddish,Los Angeles Lakers,LAL,SF
russeda01,D'Angelo Russell,Los Angeles Lakers,LAL,PG
vincega01,Gabe Vincent,Los Angeles Lakers,LAL,PG
hoodsja01,Jalen Hood-Schifino,Los Angeles Lakers,LAL,SG
lewisma05,Maxwell Lewis,Los Angeles Lakers,LAL,SF
aldamsa01,Santi Aldama,Memphis Grizzlies,MEM,PF
banede01,Desmond Bane,Memphis Grizzlies,MEM,SG
castlco01,Colin Castleton,Memphis Grizzlies,MEM,C
clarkbr01,Brandon Clarke,Memphis Grizzlies,MEM,PF
edeyza01,Zach Edey,Memphis Grizzlies,MEM,C
huffja01,Jay Huff,Memphis Grizzlies,MEM,C
jacksja02,Jaren Jackson Jr.,Memphis Grizzlies,MEM,C
kawamyu01,Yuki Kawamura,Memphis Grizzlies,MEM,PG
kennalu01,Luke Kennard,Memphis Grizzlies,MEM,SG
konchjo01,John Konchar,Memphis Grizzlies,MEM,SG
laravja01,Jake LaRavia,Memphis Grizzlies,MEM,PF
moranja01,Ja Morant,Memphis Grizzlies,MEM,PG
pippesc02,Scotty Pippen Jr.,Memphis Grizzlies,MEM,PG
smartma01,Marcus Smart,Memphis Grizzlies,MEM,PG
wellsja01,Jaylen Wells,Memphis Grizzlies,MEM,SF
adebaba01,Bam Adebayo,Miami Heat,MIA,C
bryanth01,Thomas Bryant,Miami Heat,MIA,C
burksal01,Alec Burks,Miami Heat,MIA,SG
butleji01,Jimmy Butler,Miami Heat,MIA,SF
herroty01,Tyler Herro,Miami Heat,MIA,SG
highsha01,Haywood Highsmith,Miami Heat,MIA,SF
jaqueja01,Jaime Jaquez Jr.,Miami Heat,MIA,SF
jovicni01,Nikola Jovic,Miami Heat,MIA,PF
larsspe01,Pelle Larsson,Miami Heat,MIA,SG
richajo01,Josh Richardson,Miami Heat,MIA,SG
robindu01,Duncan Robinson,Miami Heat,MIA,SF
roziete01,Terry Rozier,Miami Heat,MIA,PG
smithdr01,Dru Smith,Miami Heat,MIA,SG
wareke01,Kel'el Ware,Miami Heat,MIA,C
antetgi01,Giannis Antetokounmpo,Milwaukee Bucks,MIL,PF
beaucma01,MarJon Beauchamp,Milwaukee Bucks,MIL,SF
connapa01,Pat Connaughton,Milwaukee Bucks,MIL,SG
greenaj01,A.J. Green,Milwaukee Bucks,MIL,SG
jacksan01,Andre Jackson Jr.,Milwaukee Bucks,MIL,SG
johnsaj01,AJ Johnson,Milwaukee Bucks,MIL,SG
lillada01,Damian Lillard,Milwaukee Bucks,MIL,PG
lopezbr01,Brook Lopez,Milwaukee Bucks,MIL,C
portibo01,Bobby Portis,Milwaukee Bucks,MIL,PF
princta02,Taurean Prince,Milwaukee Bucks,MIL,PF
robbili01,Liam Robbins,Milwaukee Bucks,MIL,C
rolliry01,Ryan Rollins,Milwaukee Bucks,MIL,PG
smithty02,Tyler Smith,Milwaukee Bucks,MIL,PF
trentga02,Gary Trent Jr.,Milwaukee Bucks,MIL,SG
wrighde01,Delon Wright,Milwaukee Bucks,MIL,PG
umudest01,Stanley Umude,Milwaukee Bucks,MIL,SG
alexani01,Nickeil Alexander-Walker,Minnesota Timberwolves,MIN,SG
conlemi01,Mike Conley,Minnesota Timberwolves,MIN,PG
dilliro01,Rob Dillingham,Minnesota Timberwolves,MIN,PG
divindo01,Donte DiVincenzo,Minnesota Timberwolves,MIN,SG
doziepj01,PJ Dozier,Minnesota Timberwolves,MIN,SG
edwaran01,Anthony Edwards,Minnesota Timberwolves,MIN,SG
garzalu01,Luka Garza,Minnesota Timberwolves,MIN,PF
goberru01,Rudy Gobert,Minnesota Timberwolves,MIN,C
inglejo01,Joe Ingles,Minnesota Timberwolves,MIN,SF
mcdanja02,Jaden McDaniels,Minnesota Timberwolves,MIN,PF
minotjo01,Josh Minott,Minnesota Timberwolves,MIN,SF
randlju01,Julius Randle,Minnesota Timberwolves,MIN,PF
reidna01,Naz Reid,Minnesota Timberwolves,MIN,C
shannte01,Terrence Shannon Jr.,Minnesota Timberwolves,MIN,SG
alvarjo01,Jose Alvarado,New Orleans Pelicans,NOP,PG
bostobr01,Brandon Boston Jr.,New Orleans Pelicans,NOP,SG
cainja01,Jamal Cain,New Orleans Pelicans,NOP,SF
greenja02,Javonte Green,New Orleans Pelicans,NOP,SG
hawkijo01,Jordan Hawkins,New Orleans Pelicans,NOP,SG
ingrabr01,Brandon Ingram,New Orleans Pelicans,NOP,SF
jemistr01,Trey Jemison,New Orleans Pelicans,NOP,C
joneshe01,Herbert Jones,New Orleans Pelicans,NOP,SF
matkoka01,Karlo Matkovic,New Orleans Pelicans,NOP,PF
mccolcj01,CJ McCollum,New Orleans Pelicans,NOP,SG
missiyv01,Yves Missi,New Orleans Pelicans,NOP,C
murrade01,Dejounte Murray,New Orleans Pelicans,NOP,PG
nowelja01,Jaylen Nowell,New Orleans Pelicans,NOP,SG
reevean01,Antonio Reeves,New Orleans Pelicans,NOP,SG
robinje02,Jeremiah Robinson-Earl,New Orleans Pelicans,NOP,PF
theisda01,Daniel Theis,New Orleans Pelicans,NOP,C
willizi01,Zion Williamson,New Orleans Pelicans,NOP,PF
anunoog01,OG Anunoby,New York Knicks,NYK,SF
bridgmi01,Mikal Bridges,New York Knicks,NYK,SF
brunsja01,Jalen Brunson,New York Knicks,NYK,PG
dadiepa01,Pacome Dadiet,New York Knicks,NYK,SG
hartjo01,Josh Hart,New York Knicks,NYK,SG
hukpoar01,Ariel Hukporti,New York Knicks,NYK,C
kolekty01,Tyler Kolek,New York Knicks,NYK,PG
mcbrimi01,Miles McBride,New York Knicks,NYK,PG
payneca01,Cameron Payne,New York Knicks,NYK,PG
simsje01,Jericho Sims,New York Knicks,NYK,C
toppija01,Jacob Toppin,New York Knicks,NYK,SF
townska01,Karl-Anthony Towns,New York Knicks,NYK,C
ryanma01,Matt Ryan,New York Knicks,NYK,SF
carusal01,Alex Caruso,Oklahoma City Thunder,OKC,PG
diengou01,Ousmane Dieng,Oklahoma City Thunder,OKC,SF
dortlu01,Luguentz Dort,Oklahoma City Thunder,OKC,SG
ducasal01,Alex Ducas,Oklahoma City Thunder,OKC,SG
flaglad01,Adam Flagler,Oklahoma City Thunder,OKC,SG
gilgesh01,Shai Gilgeous-Alexander,Oklahoma City Thunder,OKC,SG
holmgch01,Chet Holmgren,Oklahoma City Thunder,OKC,PF
joeis01,Isaiah Joe,Oklahoma City Thunder,OKC,SG
jonesdi01,Dillon Jones,Oklahoma City Thunder,OKC,SF
leonsma01,Malevy Leons,Oklahoma City Thunder,OKC,SF
mitchaj01,Ajay Mitchell,Oklahoma City Thunder,OKC,SG
reeseal01,Alex Reese,Oklahoma City Thunder,OKC,PF
wallaca01,Cason Wallace,Oklahoma City Thunder,OKC,SG
wiggiaa01,Aaron Wiggins,Oklahoma City Thunder,OKC,SG
willija06,Jalen Williams,Oklahoma City Thunder,OKC,SG
anthoco01,Cole Anthony,Orlando Magic,ORL,PG
banchpa01,Paolo Banchero,Orlando Magic,ORL,SF
bitadgo01,Goga Bitadze,Orlando Magic,ORL,C
blackan01,Anthony Black,Orlando Magic,ORL,PG
caldwke01,Kentavious Caldwell-Pope,Orlando Magic,ORL,SG
cartewe01,Wendell Carter Jr.,Orlando Magic,ORL,C
dasiltr01,Tristan Da Silva,Orlando Magic,ORL,SF
harriga01,Gary Harris,Orlando Magic,ORL,SG
houstca01,Caleb Houstan,Orlando Magic,ORL,SF
howarje01,Jett Howard,Orlando Magic,ORL,SF
isaacjo01,Jonathan Isaac,Orlando Magic,ORL,PF
josepco01,Cory Joseph,Orlando Magic,ORL,PG
mccluma01,Mac McClung,Orlando Magic,ORL,SG
queentr01,Trevelin Queen,Orlando Magic,ORL,SG
suggsja01,Jalen Suggs,Orlando Magic,ORL,SG
wagnefr01,Franz Wagner,Orlando Magic,ORL,SF
wagnemo01,Moritz Wagner,Orlando Magic,ORL,C
bonaad01,Adem Bona,Philadelphia 76ers,PHI,PF
councri01,Ricky Council IV,Philadelphia 76ers,PHI,SG
dowtije01,Jeff Dowtin,Philadelphia 76ers,PHI,PG
drumman01,Andre Drummond,Philadelphia 76ers,PHI,C
georgpa01,Paul George,Philadelphia 76ers,PHI,SF
gordoer01,Eric Gordon,Philadelphia 76ers,PHI,SG
jacksre01,Reggie Jackson,Philadelphia 76ers,PHI,PG
lowryky01,Kyle Lowry,Philadelphia 76ers,PHI,PG
martica02,Caleb Martin,Philadelphia 76ers,PHI,SF
martike04,KJ Martin,Philadelphia 76ers,PHI,SF
maxeyty01,Tyrese Maxey,Philadelphia 76ers,PHI,PG
mccaija01,Jared McCain,Philadelphia 76ers,PHI,PG
oubreke01,Kelly Oubre Jr.,Philadelphia 76ers,PHI,SF
quinole01,Lester Quinones,Philadelphia 76ers,PHI,SG
yabusgu01,Guerschon Yabusele,Philadelphia 76ers,PHI,PF
allengr01,Grayson Allen,Phoenix Suns,PHO,SG
bealbr01,Bradley Beal,Phoenix Suns,PHO,SG
bookede01,Devin Booker,Phoenix Suns,PHO,SG
dunnry01,Ryan Dunn,Phoenix Suns,PHO,SF
duranke01,Kevin Durant,Phoenix Suns,PHO,SF
gilleco01,Collin Gillespie,Phoenix Suns,PHO,PG
ighodos01,Oso Ighodaro,Phoenix Suns,PHO,PF
jonesty01,Tyus Jones,Phoenix Suns,PHO,PG
leeda03,Damion Lee,Phoenix Suns,PHO,SG
morrimo01,Monte Morris,Phoenix Suns,PHO,PG
nurkiju01,Jusuf Nurkic,Phoenix Suns,PHO,C
onealro01,Royce O'Neale,Phoenix Suns,PHO,SF
plumlma01,Mason Plumlee,Phoenix Suns,PHO,C
okogijo01,Josh Okogie,Phoenix Suns,PHO,SG
avdijde01,Deni Avdija,Portland Trail Blazers,POR,SF
aytonde01,Deandre Ayton,Portland Trail Blazers,POR,C
bantoda01,Dalano Banton,Portland Trail Blazers,POR,SF
camarto01,Toumani Camara,Portland Trail Blazers,POR,PF
clingdo01,Donovan Clingan,Portland Trail Blazers,POR,C
grantje01,Jerami Grant,Portland Trail Blazers,POR,PF
hendesc01,Scoot Henderson,Portland Trail Blazers,POR,PG
murrakr01,Kris Murray,Portland Trail Blazers,POR,SF
reathdu01,Duop Reath,Portland Trail Blazers,POR,C
ruperra01,Rayan Rupert,Portland Trail Blazers,POR,SG
simonan01,Anfernee Simons,Portland Trail Blazers,POR,SG
walkeja01,Jabari Walker,Portland Trail Blazers,POR,SF
sharpsh01,Shaedon Sharpe,Portland Trail Blazers,POR,SG
williro04,Robert Williams,Portland Trail Blazers,POR,C
derozde01,DeMar DeRozan,Sacramento Kings,SAC,SG
elliske01,Keon Ellis,Sacramento Kings,SAC,SG
foxde01,De'Aaron Fox,Sacramento Kings,SAC,PG
huertke01,Kevin Huerter,Sacramento Kings,SAC,SG
jonesco02,Colby Jones,Sacramento Kings,SAC,SG
jonesis01,Isaac Jones,Sacramento Kings,SAC,PF
lenal01,Alex Len,Sacramento Kings,SAC,C
lylestr01,Trey Lyles,Sacramento Kings,SAC,PF
mcderdo01,Doug McDermott,Sacramento Kings,SAC,SF
mclaujo01,Jordan McLaughlin,Sacramento Kings,SAC,PG
monkma01,Malik Monk,Sacramento Kings,SAC,SG
murrake02,Keegan Murray,Sacramento Kings,SAC,SF
sabondo01,Domantas Sabonis,Sacramento Kings,SAC,C
barneha02,Harrison Barnes,San Antonio Spurs,SAS,SF
bassech01,Charles Bassey,San Antonio Spurs,SAS,C
branhma01,Malaki Branham,San Antonio Spurs,SAS,SG
castlst01,Stephon Castle,San Antonio Spurs,SAS,PG
champju02,Julian Champagnie,San Antonio Spurs,SAS,SF
cissosi01,Sidy Cissoko,San Antonio Spurs,SAS,SF
colliza01,Zach Collins,San Antonio Spurs,SAS,PF
dukeda01,David Duke Jr.,San Antonio Spurs,SAS,SG
ingraha01,Harrison Ingram,San Antonio Spurs,SAS,SF
johnske04,Keldon Johnson,San Antonio Spurs,SAS,SF
jonestr01,Tre Jones,San Antonio Spurs,SAS,PG
mamuksa01,Sandro Mamukelashvili,San Antonio Spurs,SAS,PF
minixri01,Riley Minix,San Antonio Spurs,SAS,SF
paulch01,Chris Paul,San Antonio Spurs,SAS,PG
sochaje01,Jeremy Sochan,San Antonio Spurs,SAS,PF
wembavi01,Victor Wembanyama,San Antonio Spurs,SAS,PF
weslebl01,Blake Wesley,San Antonio Spurs,SAS,SG
agbajoc01,Ochai Agbaji,Toronto Raptors,TOR,SG
barnesc01,Scottie Barnes,Toronto Raptors,TOR,SF
barrerj01,RJ Barrett,Toronto Raptors,TOR,SG
battlja01,Jamison Battle,Toronto Raptors,TOR,SF
bouchch01,Chris Boucher,Toronto Raptors,TOR,PF
cartodj01,D.J. Carton,Toronto Raptors,TOR,SG
chomcul01,Ulrich Chomche,Toronto Raptors,TOR,PF
dickgr01,Gradey Dick,Toronto Raptors,TOR,SG
fernabr01,Bruno Fernando,Toronto Raptors,TOR,C
mitchda01,Davion Mitchell,Toronto Raptors,TOR,PG
mogbojo01,Jonathan Mogbo,Toronto Raptors,TOR,PF
poeltja01,Jakob Poeltl,Toronto Raptors,TOR,C
quickim01,Immanuel Quickley,Toronto Raptors,TOR,PG
sheadja01,Jamal Shead,Toronto Raptors,TOR,PG
templga01,Garrett Temple,Toronto Raptors,TOR,SG
walteja01,Ja'Kobe Walter,Toronto Raptors,TOR,SG
clarkjo01,Jordan Clarkson,Utah Jazz,UTA,SG
collijo01,John Collins,Utah Jazz,UTA,PF
eubandr01,Drew Eubanks,Utah Jazz,UTA,C
filipky01,Kyle Filipowski,Utah Jazz,UTA,C
georgke01,Keyonte George,Utah Jazz,UTA,SG
hendrita0,Taylor Hendricks,Utah Jazz,UTA,PF
juzanjo01,Johnny Juzang,Utah Jazz,UTA,SG
kesslwa01,Walker Kessler,Utah Jazz,UTA,C
markkla01,Lauri Markkanen,Utah Jazz,UTA,PF
millspa02,Patty Mills,Utah Jazz,UTA,PG
mykhasv01,Svi Mykhailiuk,Utah Jazz,UTA,SF
sensabr01,Brice Sensabaugh,Utah Jazz,UTA,SF
sextoco01,Collin Sexton,Utah Jazz,UTA,SG
willico04,Cody Williams,Utah Jazz,UTA,SG
colliis01,Isaiah Collier,Utah Jazz,UTA,PG
baglema01,Marvin Bagley III,Washington Wizards,WAS,PF
baldwpa01,Patrick Baldwin Jr.,Washington Wizards,WAS,SF
butleja02,Jared Butler,Washington Wizards,WAS,SG
carrica01,Carlton Carrington,Washington Wizards,WAS,PG
champju01,Justin Champagnie,Washington Wizards,WAS,SF
coulibi01,Bilal Coulibaly,Washington Wizards,WAS,SF
davisjo06,Johnny Davis,Washington Wizards,WAS,SG
georgky01,Kyshawn George,Washington Wizards,WAS,SG
gillan01,Anthony Gill,Washington Wizards,WAS,PF
holmeri01,Richaun Holmes,Washington Wizards,WAS,PF
kispeco01,Corey Kispert,Washington Wizards,WAS,SF
kuzmaky01,Kyle Kuzma,Washington Wizards,WAS,PF
