Season,GameID,Date,Game,Player,PlayerID,Gm#,Team,Is_Home,Opp,PTS,REB,AST,STL,BLK,TOV,MP,OffREB,DefREB,FG,FGA,3P,3PA,FT,FTA,PF,BLK_STL,REB_AST,PTS_AST,PTS_REB,PTS_REB_AST,FANTASY
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Jalen Wilson,wilsoja03,53,BRK,0,CLE,2,3,1,0,0,2,10.01666667,2,1,1,3,0,2,0,0,1,0,4,3,5,6,5.1
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Keon Johnson,johnske07,14,BRK,0,CLE,6,4,2,0,0,3,12.23333333,1,3,2,7,2,6,0,0,0,0,6,8,10,12,10.8
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Larry Nance Jr.,nancela02,67,ATL,1,CHI,6,2,2,0,0,0,13.88333333,0,2,2,3,1,1,1,2,4,0,4,8,8,10,11.4
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Jamison Battle,battlja01,9,TOR,0,LAC,3,2,1,0,0,0,13.95,0,2,1,5,1,5,0,0,2,0,3,4,5,6,6.9
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Julian Phillips,phillju01,50,CHI,0,ATL,10,4,0,2,1,0,14.15,4,0,4,8,2,3,0,0,2,3,4,10,14,14,23.8
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Noah Clowney,clownno01,31,BRK,0,CLE,2,3,1,2,1,1,14.35,0,3,1,3,0,2,0,0,2,3,4,3,5,6,15.1
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Dalen Terry,terryda01,69,CHI,0,ATL,9,4,1,0,1,0,14.36666667,2,2,2,4,1,3,4,4,1,1,5,10,13,14,18.3
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Patty Mills,millspa02,41,UTA,0,SAS,5,1,0,0,0,2,14.46666667,0,1,2,3,1,2,0,0,1,0,1,5,6,6,4.2
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Georges Niang,niangge01,93,CLE,1,BRK,8,2,1,0,1,1,14.71666667,0,2,4,6,0,1,0,0,3,1,3,9,10,11,13.9
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Isaac Okoro,okorois01,80,CLE,1,BRK,3,1,1,0,0,0,14.91666667,0,1,1,5,0,3,1,2,1,0,2,4,4,5,5.7
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Zach Collins,colliza01,79,SAS,1,UTA,5,3,4,1,0,0,15.31666667,1,2,2,5,1,1,0,0,4,1,7,9,8,12,17.6
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Jalen Smith,smithja04,70,CHI,0,ATL,10,5,2,0,1,1,16.55,1,4,4,10,2,5,0,0,2,1,7,12,15,17,21
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Nicolas Batum,batumni01,70,LAC,1,TOR,7,3,2,0,2,0,16.81666667,1,2,3,5,1,3,0,0,0,2,5,9,10,12,19.6
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Cody Williams,willico04,9,UTA,0,SAS,0,1,1,1,1,2,16.98333333,0,1,0,3,0,2,0,0,0,2,2,1,1,2,6.7
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Dean Wade,wadede01,63,CLE,1,BRK,3,4,1,1,0,0,17.73333333,0,4,1,4,1,3,0,0,1,1,5,4,7,8,12.3
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Shake Milton,miltosh01,56,BRK,0,CLE,3,0,1,1,0,0,17.8,0,0,1,3,1,3,0,0,2,1,1,4,3,4,7.5
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Ty Jerome,jeromty01,13,CLE,1,BRK,4,1,5,2,0,1,18.08333333,0,1,2,4,0,1,0,0,1,2,6,9,5,10,17.7
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Garrison Mathews,mathega01,76,ATL,1,CHI,8,1,0,1,0,0,18.56666667,0,1,2,5,1,3,3,4,1,1,1,8,9,9,12.2
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Walker Kessler,kesslwa01,73,UTA,0,SAS,7,5,0,0,1,2,18.86666667,2,3,3,4,0,0,1,2,1,1,5,7,12,12,14
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Derrick Jones Jr.,jonesde02,86,LAC,1,TOR,4,1,0,0,1,0,18.93333333,1,0,1,5,0,3,2,2,5,1,1,4,5,5,8.2
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Keaton Wallace,wallake01,9,ATL,1,CHI,4,1,2,0,1,1,18.93333333,0,1,2,5,0,2,0,0,2,1,3,6,5,7,10.2
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Blake Wesley,weslebl01,70,SAS,1,UTA,5,0,2,1,0,2,18.96666667,0,0,2,4,0,0,1,1,1,1,2,7,5,7,9
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Kris Dunn,dunnkr01,76,LAC,1,TOR,7,3,0,1,0,1,19.88333333,0,3,3,3,1,1,0,0,1,1,3,7,10,10,12.6
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Sam Merrill,merrisa01,72,CLE,1,BRK,6,2,2,1,0,0,20,0,2,2,4,2,4,0,0,2,1,4,8,8,10,14.4
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Ziaire Williams,willizi02,61,BRK,0,CLE,0,3,0,1,0,2,20.23333333,0,3,0,3,0,2,0,0,2,1,3,0,3,3,4.6
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Jarrett Allen,allenja01,88,CLE,1,BRK,4,3,0,1,1,3,21.11666667,1,2,1,6,0,0,2,2,2,2,3,4,7,7,10.6
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Kevin Porter Jr.,porteke02,10,LAC,1,TOR,15,6,5,1,0,2,21.56666667,0,6,5,9,2,2,3,6,2,1,11,20,21,26,30.7
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Devin Vassell,vassede01,69,SAS,1,UTA,21,1,2,0,0,3,21.73333333,0,1,8,13,3,6,2,2,5,0,3,23,22,24,22.2
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Davion Mitchell,mitchda01,82,TOR,0,LAC,7,4,4,0,0,0,21.93333333,2,2,2,9,1,5,2,4,2,0,8,11,11,15,17.8
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Johnny Juzang,juzanjo01,26,UTA,0,SAS,10,4,0,0,1,0,22.15,0,4,3,4,1,2,3,3,2,1,4,10,14,14,17.8
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Onyeka Okongwu,okongon01,64,ATL,1,CHI,8,7,1,0,0,0,22.41666667,1,6,2,5,1,1,3,4,1,0,8,9,15,16,17.9
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Amir Coffey,coffeam01,80,LAC,1,TOR,6,1,0,0,0,0,23.08333333,0,1,2,6,1,2,1,2,1,0,1,6,7,7,7.2
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Chris Boucher,bouchch01,60,TOR,0,LAC,14,6,0,1,0,0,24,3,3,6,12,0,4,2,3,2,1,6,14,20,20,24.2
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Jordan Clarkson,clarkjo01,62,UTA,0,SAS,16,3,4,3,0,1,24.05,1,2,5,15,2,6,4,5,3,3,7,20,19,23,33.6
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Kyle Filipowski,filipky01,8,UTA,0,SAS,8,5,6,1,0,1,24.61666667,0,5,3,5,1,2,1,4,1,1,11,14,13,19,25
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Julian Champagnie,champju02,84,SAS,1,UTA,5,6,2,0,1,2,24.66666667,0,6,2,7,1,6,0,0,3,1,8,7,11,13,16.2
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Isaiah Collier,colliis01,2,UTA,0,SAS,7,6,4,1,1,0,24.78333333,0,6,3,9,0,6,1,4,1,2,10,11,13,17,26.2
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Josh Giddey,giddejo01,90,CHI,0,ATL,13,6,7,2,0,3,25.38333333,2,4,5,9,1,1,2,2,2,2,13,20,19,26,33.7
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Clint Capela,capelca01,84,ATL,1,CHI,20,9,1,0,1,1,25.58333333,5,4,8,14,0,0,4,4,2,1,10,21,29,30,34.3
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Immanuel Quickley,quickim01,70,TOR,0,LAC,21,3,4,1,0,1,26.11666667,1,2,8,18,3,8,2,2,2,1,7,25,24,28,32.6
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Harrison Barnes,barneha02,92,SAS,1,UTA,10,2,2,0,0,3,27.2,1,1,4,7,2,4,0,0,1,0,4,12,12,14,12.4
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Chris Paul,paulch01,68,SAS,1,UTA,3,2,9,1,0,2,27.5,0,2,0,6,0,6,3,3,1,1,11,12,5,14,19.9
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Terance Mann,mannte01,85,LAC,1,TOR,4,5,0,0,1,0,28.5,2,3,2,5,0,1,0,0,4,1,5,4,9,9,13
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Dorian Finney-Smith,finnedo01,78,BRK,0,CLE,10,4,0,0,0,0,28.7,3,1,4,8,2,6,0,0,3,0,4,10,14,14,14.8
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Collin Sexton,sextoco01,87,UTA,0,SAS,23,4,2,2,0,3,28.95,1,3,8,13,1,3,6,7,4,2,6,25,27,29,33.8
2024-25,202411090SAS,11/9/2024,SAS vs UTA,John Collins,collijo01,77,UTA,0,SAS,15,10,2,3,0,5,29,3,7,6,11,1,3,2,2,5,3,12,17,25,27,34
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Patrick Williams,willipa01,53,CHI,0,ATL,10,7,3,2,2,2,29.13333333,2,5,3,9,0,4,4,4,2,4,10,13,17,20,32.9
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Jakob Poeltl,poeltja01,60,TOR,0,LAC,5,12,3,0,3,4,30.13333333,2,10,1,6,0,0,3,6,2,3,15,8,17,20,28.9
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Zaccharie Risacher,risacza01,11,ATL,1,CHI,17,2,0,0,2,0,30.15,1,1,6,14,1,6,4,6,3,2,2,17,19,19,25.4
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Keldon Johnson,johnske04,79,SAS,1,UTA,14,4,5,2,2,1,30.28333333,1,3,4,10,1,6,5,6,3,4,9,19,18,23,37.3
2024-25,202411090LAC,11/9/2024,LAC vs TOR,RJ Barrett,barrerj01,65,TOR,0,LAC,13,6,3,2,1,4,30.46666667,0,6,6,15,1,3,0,2,2,3,9,16,19,22,29.7
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Ayo Dosunmu,dosunay01,86,CHI,0,ATL,19,2,4,0,1,2,30.6,0,2,7,10,2,3,3,3,1,1,6,23,21,25,28.4
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Cameron Johnson,johnsca02,68,BRK,0,CLE,23,5,1,0,0,0,31.3,1,4,8,13,4,7,3,3,0,0,6,24,28,29,30.5
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Caris LeVert,leverca01,77,CLE,1,BRK,12,2,6,1,2,1,31.38333333,0,2,6,11,0,4,0,0,2,3,8,18,14,20,31.4
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Nikola Vucevic,vucevni01,86,CHI,0,ATL,18,12,1,2,0,2,31.45,2,10,8,13,2,4,0,0,2,2,13,19,30,31,37.9
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Zach LaVine,lavinza01,32,CHI,0,ATL,18,2,7,1,0,3,31.58333333,0,2,7,12,1,5,3,4,1,1,9,25,20,27,30.9
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Nic Claxton,claxtni01,80,BRK,0,CLE,10,10,4,0,1,2,32,2,8,4,5,0,0,2,3,0,1,14,14,20,24,29
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Darius Garland,garlada01,68,CLE,1,BRK,20,1,6,1,0,3,32.26666667,0,1,8,11,2,5,2,2,3,1,7,26,21,27,30.2
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Victor Wembanyama,wembavi01,81,SAS,1,UTA,24,16,0,0,7,6,32.68333333,3,13,8,15,6,9,2,2,3,7,16,24,40,40,58.2
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Coby White,whiteco01,89,CHI,0,ATL,18,4,5,3,0,2,32.91666667,0,4,6,14,2,9,4,4,3,3,9,23,22,27,37.3
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Gradey Dick,dickgr01,70,TOR,0,LAC,15,0,2,1,0,0,34.01666667,0,0,5,12,2,5,3,4,1,1,2,17,15,17,21
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Jalen Johnson,johnsja05,67,ATL,1,CHI,20,6,5,1,1,3,34.11666667,1,5,6,11,3,6,5,6,3,2,11,25,26,31,37.7
2024-25,202411090LAC,11/9/2024,LAC vs TOR,James Harden,hardeja01,82,LAC,1,TOR,24,12,7,1,0,4,34.15,1,11,5,17,2,8,12,13,2,1,19,31,36,43,47.9
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Donovan Mitchell,mitchdo01,66,CLE,1,BRK,22,1,1,1,0,1,34.53333333,0,1,5,12,4,6,8,8,2,1,2,23,23,24,26.7
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Stephon Castle,castlst01,10,SAS,1,UTA,23,2,3,2,0,1,34.6,0,2,8,16,3,7,4,5,4,2,5,26,25,28,34.9
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Norman Powell,powelno01,86,LAC,1,TOR,24,3,3,1,1,3,35.05,0,3,7,14,3,6,7,9,2,2,6,27,27,30,35.1
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Evan Mobley,mobleev01,61,CLE,1,BRK,23,16,1,4,1,4,35.25,3,13,10,11,1,1,2,5,1,5,17,24,39,40,54.7
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Cam Thomas,thomaca02,76,BRK,0,CLE,22,2,6,0,0,6,35.95,0,2,6,17,2,7,8,8,2,0,8,28,24,30,27.4
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Dyson Daniels,daniedy01,70,ATL,1,CHI,16,8,3,6,0,1,36.11666667,1,7,7,15,0,3,2,4,1,6,11,19,24,27,47.1
2024-25,202411090SAS,11/9/2024,SAS vs UTA,Lauri Markkanen,markkla01,61,UTA,0,SAS,20,6,4,2,0,1,36.13333333,2,4,5,15,3,7,7,8,2,2,10,24,26,30,38.2
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Ochai Agbaji,agbajoc01,88,TOR,0,LAC,21,7,3,2,0,0,36.18333333,2,5,9,14,3,6,0,0,3,2,10,24,28,31,39.9
2024-25,202411090CLE,11/9/2024,CLE vs BRK,Dennis Schroder,schrode01,90,BRK,0,CLE,22,2,5,0,0,1,37.41666667,1,1,7,14,4,8,4,4,2,0,7,27,24,29,30.9
2024-25,202411090ATL,11/9/2024,ATL vs CHI,Trae Young,youngtr01,65,ATL,1,CHI,14,3,16,0,0,6,37.86666667,1,2,6,16,2,6,0,0,2,0,19,30,17,33,35.6
2024-25,202411090LAC,11/9/2024,LAC vs TOR,Ivica Zubac,zubaciv01,78,LAC,1,TOR,14,12,1,2,3,1,38.33333333,2,10,7,12,0,0,0,0,3,5,13,15,26,27,43.9
2024-25,202411080BOS,11/8/2024,BOS vs BRK,Jordan Walsh,walshjo01,18,BOS,1,BRK,0,0,1,0,1,0,10.53333333,0,0,0,1,0,1,0,0,2,1,1,1,0,1,4.5
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Reggie Jackson,jacksre01,86,PHI,0,LAL,3,2,2,0,0,0,10.95,0,2,1,6,1,4,0,0,4,0,4,5,5,7,8.4
2024-25,202411080SAC,11/8/2024,SAC vs LAC,Nicolas Batum,batumni01,69,LAC,0,SAC,0,4,0,0,0,1,11.38333333,1,3,0,0,0,0,0,0,4,0,4,0,4,4,3.8
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Dillon Jones,jonesdi01,8,OKC,1,HOU,2,2,0,1,1,1,11.85,0,2,1,6,0,5,0,0,1,2,2,2,4,4,9.4
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Cole Anthony,anthoco01,89,ORL,1,NOP,8,6,2,1,0,1,12,0,6,3,5,1,3,1,2,0,1,8,10,14,16,20.2
2024-25,202411080MIN,11/8/2024,MIN vs POR,Dalano Banton,bantoda01,62,POR,0,MIN,12,2,2,2,1,0,12,0,2,4,7,0,1,4,5,0,3,4,14,14,16,26.4
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Daniel Theis,theisda01,70,NOP,0,ORL,2,1,2,0,0,0,12.11666667,1,0,1,3,0,0,0,0,1,0,3,4,3,5,6.2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Ryan Rollins,rolliry01,20,MIL,0,NYK,7,1,3,1,0,3,12.2,0,1,3,5,1,2,0,0,2,1,4,10,8,11,12.7
2024-25,202411080DET,11/8/2024,DET vs ATL,Larry Nance Jr.,nancela02,66,ATL,0,DET,13,1,2,1,0,0,12.51666667,0,1,5,5,3,3,0,0,2,1,3,15,14,16,20.2
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Trey Jemison,jemistr01,29,NOP,0,ORL,0,3,0,0,0,2,12.78333333,1,2,0,1,0,0,0,0,5,0,3,0,3,3,1.6
2024-25,202411080MIN,11/8/2024,MIN vs POR,Josh Minott,minotjo01,36,MIN,1,POR,2,0,0,0,1,0,12.9,0,0,1,2,0,1,0,0,1,1,0,2,2,2,5
2024-25,202411080CHO,11/8/2024,CHO vs IND,Taj Gibson,gibsota01,24,CHO,1,IND,2,3,1,0,0,1,12.91666667,0,3,1,1,0,0,0,0,2,0,4,3,5,6,6.1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jaylen Nowell,nowelja01,16,NOP,0,ORL,10,0,1,0,0,1,13.2,0,0,4,9,1,4,1,1,0,0,1,11,10,11,10.5
2024-25,202411080DET,11/8/2024,DET vs ATL,Ron Holland,hollaro01,10,DET,1,ATL,5,1,0,0,0,0,13.61666667,1,0,2,5,0,1,1,1,1,0,1,5,6,6,6.2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Alex Caruso,carusal01,80,OKC,1,HOU,10,4,1,1,0,0,13.76666667,1,3,3,5,2,3,2,2,2,1,5,11,14,15,19.3
2024-25,202411080DEN,11/8/2024,DEN vs MIA,Pelle Larsson,larsspe01,5,MIA,0,DEN,5,2,2,0,0,1,14.01666667,0,2,1,1,1,1,2,4,1,0,4,7,7,9,9.4
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jared Butler,butleja02,46,WAS,0,MEM,5,3,6,2,0,0,14.05,1,2,2,9,0,2,1,2,2,2,9,11,8,14,23.6
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Kyle Anderson,anderky01,88,GSW,0,CLE,4,3,2,0,1,0,14.1,0,3,2,5,0,2,0,0,2,1,5,6,7,9,13.6
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Johnny Davis,davisjo06,56,WAS,0,MEM,3,2,0,0,0,0,14.16666667,1,1,1,5,1,1,0,0,2,0,2,3,5,5,5.4
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jay Huff,huffja01,30,MEM,1,WAS,12,4,0,1,4,0,14.21666667,1,3,3,6,1,4,5,5,0,5,4,12,16,16,31.8
2024-25,202411080DAL,11/8/2024,DAL vs PHO,Mason Plumlee,plumlma01,55,PHO,0,DAL,4,2,0,0,0,0,14.31666667,0,2,2,2,0,0,0,2,2,0,2,4,6,6,6.4
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Georges Niang,niangge01,92,CLE,1,GSW,7,2,1,0,0,1,14.36666667,0,2,3,4,1,2,0,0,2,0,3,8,9,10,9.9
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Sam Merrill,merrisa01,71,CLE,1,GSW,5,2,1,0,0,0,14.6,0,2,1,4,1,4,2,2,0,0,3,6,7,8,8.9
2024-25,202411080DET,11/8/2024,DET vs ATL,Paul Reed,reedpa01,86,DET,1,ATL,5,1,0,1,0,2,15.08333333,0,1,2,6,1,1,0,0,2,1,1,5,6,6,7.2
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Ricky Council IV,councri01,38,PHI,0,LAL,2,3,2,0,0,0,15.16666667,1,2,0,4,0,1,2,2,0,0,5,4,5,7,8.6
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Steven Adams,adamsst01,4,HOU,0,OKC,5,2,1,1,0,3,15.51666667,1,1,2,2,0,0,1,3,1,1,3,6,7,8,8.9
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Jaxson Hayes,hayesja02,80,LAL,1,PHI,8,2,0,0,4,0,15.56666667,1,1,3,4,0,0,2,2,3,4,2,8,10,10,22.4
2024-25,202411080BOS,11/8/2024,BOS vs BRK,Keon Johnson,johnske07,13,BRK,0,BOS,3,2,1,0,0,1,15.65,1,1,1,6,0,3,1,1,2,0,3,4,5,6,5.9
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Kevon Looney,looneke01,83,GSW,0,CLE,9,7,1,2,0,0,15.66666667,1,6,4,6,0,0,1,1,2,2,8,10,16,17,24.9
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Gabe Vincent,vincega01,20,LAL,1,PHI,2,0,0,0,0,0,15.66666667,0,0,1,2,0,1,0,0,3,0,0,2,2,2,2
2024-25,202411080DET,11/8/2024,DET vs ATL,David Roddy,roddyda01,73,ATL,0,DET,3,5,3,1,0,3,15.95,0,5,1,1,1,1,0,0,3,1,8,6,8,11,13.5
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Jericho Sims,simsje01,53,NYK,1,MIL,2,5,1,1,0,1,15.95,4,1,1,2,0,0,0,0,2,1,6,3,7,8,11.5
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Pat Connaughton,connapa01,85,MIL,0,NYK,2,0,2,0,0,0,16.15,0,0,1,4,0,2,0,0,0,0,2,4,2,4,5
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Dalton Knecht,knechda01,9,LAL,1,PHI,2,4,0,0,0,0,16.16666667,0,4,1,8,0,5,0,0,0,0,4,2,6,6,6.8
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Trayce Jackson-Davis,jackstr02,77,GSW,0,CLE,3,5,4,0,1,1,16.18333333,2,3,1,3,0,0,1,1,3,1,9,7,8,12,17
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Tyler Kolek,kolekty01,6,NYK,1,MIL,8,4,2,1,0,1,16.23333333,2,2,3,5,2,4,0,0,2,1,6,10,12,14,17.8
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jabari Smith Jr.,smithja05,85,HOU,0,OKC,4,1,0,0,1,0,16.7,1,0,2,7,0,1,0,1,0,1,1,4,5,5,8.2
2024-25,202411080DET,11/8/2024,DET vs ATL,Onyeka Okongwu,okongon01,63,ATL,0,DET,8,5,3,0,1,1,16.81666667,2,3,4,7,0,1,0,0,4,1,8,11,13,16,20.5
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Bobby Portis,portibo01,91,MIL,0,NYK,4,5,1,0,0,1,16.9,2,3,1,8,0,3,2,2,2,0,6,5,9,10,10.5
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Moses Moody,moodymo01,75,GSW,0,CLE,11,2,1,0,0,1,16.93333333,0,2,5,10,1,3,0,0,1,0,3,12,13,14,13.9
2024-25,202411080MIN,11/8/2024,MIN vs POR,Robert Williams,williro04,7,POR,0,MIN,13,3,2,2,1,0,17.01666667,2,1,4,5,1,1,4,4,0,3,5,15,16,18,28.6
2024-25,202411080LAL,11/8/2024,LAL vs PHI,KJ Martin,martike04,68,PHI,0,LAL,11,2,0,0,1,0,17.11666667,0,2,4,5,1,1,2,2,1,1,2,11,13,13,16.4
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Andre Jackson Jr.,jacksan01,65,MIL,0,NYK,3,0,1,0,1,1,17.53333333,0,0,1,3,1,3,0,0,1,1,1,4,3,4,6.5
2024-25,202411080CLE,11/8/2024,CLE vs GSW,De'Anthony Melton,meltode01,42,GSW,0,CLE,10,2,3,0,0,1,17.8,2,0,4,11,2,6,0,0,4,0,5,13,12,15,15.9
2024-25,202411080CHO,11/8/2024,CHO vs IND,Jarace Walker,walkeja02,43,IND,0,CHO,5,2,3,0,1,1,17.83333333,0,2,2,5,0,1,1,1,2,1,5,8,7,10,13.9
2024-25,202411080MIN,11/8/2024,MIN vs POR,Deandre Ayton,aytonde01,65,POR,0,MIN,4,6,0,1,0,1,17.9,2,4,2,6,0,1,0,0,1,1,6,4,10,10,13.2
2024-25,202411080SAC,11/8/2024,SAC vs LAC,Kris Dunn,dunnkr01,75,LAC,0,SAC,0,3,1,0,0,0,18.13333333,1,2,0,1,0,1,0,0,3,0,4,1,3,4,5.1
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Brandon Clarke,clarkbr01,16,MEM,1,WAS,6,4,0,2,0,0,18.23333333,0,4,3,5,0,1,0,0,1,2,4,6,10,10,16.8
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Moritz Wagner,wagnemo01,90,ORL,1,NOP,17,4,2,0,0,3,18.25,0,4,8,11,1,1,0,0,0,0,6,19,21,23,21.8
2024-25,202411080MIN,11/8/2024,MIN vs POR,Mike Conley,conlemi01,85,MIN,1,POR,2,1,2,1,0,0,18.3,0,1,1,7,0,4,0,0,2,1,3,4,3,5,9.2
2024-25,202411080CLE,11/8/2024,CLE vs GSW,Dean Wade,wadede01,62,CLE,1,GSW,3,6,2,0,2,0,18.33333333,1,5,1,1,1,1,0,0,1,2,8,5,9,11,19.2
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Antonio Reeves,reevean01,5,NOP,0,ORL,3,3,1,1,0,0,18.35,0,3,1,5,1,3,0,0,1,1,4,4,6,7,11.1
2024-25,202411080SAC,11/8/2024,SAC vs LAC,Kevin Porter Jr.,porteke02,9,LAC,0,SAC,11,0,0,1,0,4,18.55,0,0,5,9,0,1,1,1,1,1,0,11,11,11,10
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Reed Sheppard,sheppre01,9,HOU,0,OKC,4,2,4,0,0,1,18.55,0,2,2,2,0,0,0,0,1,0,6,8,6,10,11.4
2024-25,202411080DAL,11/8/2024,DAL vs PHO,Grayson Allen,allengr01,82,PHO,0,DAL,0,3,0,2,0,1,18.56666667,2,1,0,4,0,3,0,0,0,2,3,0,3,3,8.6
2024-25,202411080MIN,11/8/2024,MIN vs POR,Donovan Clingan,clingdo01,10,POR,0,MIN,6,3,0,0,2,0,18.56666667,1,2,3,7,0,0,0,0,1,2,3,6,9,9,15.6
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Luke Kennard,kennalu01,41,MEM,1,WAS,11,3,3,0,0,3,18.6,1,2,4,7,3,5,0,0,1,0,6,14,14,17,16.1
2024-25,202411080CHO,11/8/2024,CHO vs IND,Josh Green,greenjo02,64,CHO,1,IND,2,1,0,0,1,1,18.65,1,0,1,2,0,1,0,0,3,1,1,2,3,3,5.2
2024-25,202411080DET,11/8/2024,DET vs ATL,Clint Capela,capelca01,83,ATL,0,DET,7,12,2,0,0,2,18.66666667,7,5,3,10,0,0,1,4,1,0,14,9,19,21,22.4
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Luguentz Dort,dortlu01,88,OKC,1,HOU,3,0,1,0,0,1,18.98333333,0,0,1,7,1,5,0,0,3,0,1,4,3,4,3.5
