Season,GameID,Date,Game,Player,PlayerID,Gm#,Team,Is_Home,Opp,PTS,REB,AST,STL,BLK,TOV,MP,OffREB,DefREB,FG,FGA,3P,3PA,FT,FTA,PF,BLK_STL,REB_AST,PTS_AST,PTS_REB,PTS_REB_AST,FANTASY
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Reed Sheppard,sheppre01,2,HOU,1,MEM,6,0,2,1,0,0,12.63333333,0,0,2,5,2,4,0,0,1,1,2,8,6,8,12
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Gary Payton II,paytoga02,46,GSW,0,UTA,4,1,2,3,0,0,12.75,0,1,2,3,0,1,0,0,1,3,3,6,5,7,17.2
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Delon Wright,wrighde01,49,MIL,1,CHI,5,0,3,1,0,0,13.13333333,0,0,2,3,1,2,0,0,1,1,3,8,5,8,12.5
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Jalen Wilson,wilsoja03,45,BRK,0,ORL,0,1,2,1,0,2,13.16666667,0,1,0,3,0,2,0,0,4,1,3,2,1,3,5.2
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Monte Morris,morrimo01,35,PHO,0,LAL,8,2,3,2,0,0,13.18333333,1,1,2,3,2,3,2,2,0,2,5,11,10,13,20.9
2024-25,202410250POR,10/25/2024,POR vs NOP,Jose Alvarado,alvarjo01,58,NOP,0,POR,0,1,4,3,0,4,13.2,0,1,0,1,0,0,0,0,3,3,5,4,1,5,12.2
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Dalton Knecht,knechda01,2,LAL,1,PHO,8,1,2,1,0,0,13.31666667,0,1,2,5,2,4,2,2,0,1,3,10,9,11,15.2
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Kevon Looney,looneke01,76,GSW,0,UTA,9,10,1,0,1,1,13.41666667,7,3,4,6,0,0,1,2,2,1,11,10,19,20,24.5
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Ryan Dunn,dunnry01,2,PHO,0,LAL,9,3,1,0,0,0,13.51666667,0,3,3,5,3,5,0,0,2,0,4,10,12,13,14.1
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Cam Whitmore,whitmca01,49,HOU,1,MEM,11,3,0,0,0,1,13.51666667,1,2,5,12,0,4,1,3,5,0,3,11,14,14,13.6
2024-25,202410250UTA,10/25/2024,UTA vs GSW,De'Anthony Melton,meltode01,40,GSW,0,UTA,0,1,4,0,1,2,13.76666667,1,0,0,4,0,3,0,0,5,1,5,4,1,5,8.2
2024-25,202410250POR,10/25/2024,POR vs NOP,Donovan Clingan,clingdo01,2,POR,1,NOP,4,6,0,0,4,2,14.43333333,2,4,1,1,0,0,2,3,3,4,6,4,10,10,21.2
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Jamison Battle,battlja01,2,TOR,1,PHI,12,6,0,0,0,0,14.73333333,3,3,4,5,2,3,2,4,6,0,6,12,18,18,19.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Vit Krejci,krejcvi01,24,ATL,1,CHO,3,0,0,1,1,1,14.75,0,0,1,2,0,1,1,2,5,2,0,3,3,3,8
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Jalen Smith,smithja04,63,CHI,0,MIL,11,5,1,0,0,1,14.83333333,3,2,4,9,3,5,0,0,4,0,6,12,16,17,17.5
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Julian Phillips,phillju01,42,CHI,0,MIL,3,2,0,1,0,0,14.86666667,1,1,1,2,1,2,0,0,1,1,2,3,5,5,8.4
2024-25,202410250NYK,10/25/2024,NYK vs IND,Jericho Sims,simsje01,47,NYK,1,IND,2,2,0,0,0,0,14.98333333,0,2,1,1,0,0,0,0,1,0,2,2,4,4,4.4
2024-25,202410250POR,10/25/2024,POR vs NOP,Kris Murray,murrakr01,64,POR,1,NOP,7,3,2,0,0,0,15,1,2,3,5,1,1,0,0,1,0,5,9,10,12,13.6
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Moritz Wagner,wagnemo01,82,ORL,1,BRK,18,3,0,1,1,3,15.1,0,3,7,8,1,2,3,4,5,2,3,18,21,21,24.6
2024-25,202410250NYK,10/25/2024,NYK vs IND,Isaiah Jackson,jacksis01,61,IND,0,NYK,10,5,2,1,0,2,15.28333333,2,3,5,6,0,0,0,2,3,1,7,12,15,17,20
2024-25,202410250CLE,10/25/2024,CLE vs DET,Georges Niang,niangge01,84,CLE,1,DET,3,5,0,0,0,1,15.33333333,0,5,1,3,1,2,0,0,2,0,5,3,8,8,8
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Jay Huff,huffja01,22,MEM,0,HOU,8,3,1,2,2,0,15.55,1,2,3,7,2,4,0,0,2,4,4,9,11,12,25.1
2024-25,202410250TOR,10/25/2024,TOR vs PHI,D.J. Carton,cartodj01,5,TOR,1,PHI,0,2,3,2,0,1,15.71666667,0,2,0,3,0,2,0,0,1,2,5,3,2,5,11.9
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Noah Clowney,clownno01,25,BRK,0,ORL,7,2,0,1,0,1,15.8,1,1,3,8,1,4,0,0,3,1,2,7,9,9,11.4
2024-25,202410250CLE,10/25/2024,CLE vs DET,Sam Merrill,merrisa01,63,CLE,1,DET,0,1,2,1,0,0,15.8,0,1,0,4,0,4,0,0,1,1,3,2,1,3,7.2
2024-25,202410250CLE,10/25/2024,CLE vs DET,Ty Jerome,jeromty01,4,CLE,1,DET,13,2,4,1,0,1,15.83333333,1,1,4,6,0,1,5,6,0,1,6,17,15,19,23.4
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Tari Eason,easonta01,24,HOU,1,MEM,13,5,0,2,1,0,16.03333333,2,3,5,7,3,4,0,0,2,3,5,13,18,18,28
2024-25,202410250NYK,10/25/2024,NYK vs IND,T.J. McConnell,mccontj01,74,IND,0,NYK,7,2,5,0,0,2,16.2,0,2,3,4,0,0,1,2,0,0,7,12,9,14,14.9
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Gary Harris,harriga01,56,ORL,1,BRK,6,1,0,0,1,0,16.36666667,0,1,2,5,2,5,0,0,0,1,1,6,7,7,10.2
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Pat Connaughton,connapa01,78,MIL,1,CHI,3,5,1,0,0,2,16.55,2,3,1,6,1,5,0,0,1,0,6,4,8,9,8.5
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Shake Milton,miltosh01,50,BRK,0,ORL,3,1,2,0,0,0,16.58333333,0,1,1,2,1,2,0,0,3,0,3,5,4,6,7.2
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Trayce Jackson-Davis,jackstr02,70,GSW,0,UTA,12,9,2,0,0,1,16.9,3,6,6,6,0,0,0,0,3,0,11,14,21,23,24.8
2024-25,202410250POR,10/25/2024,POR vs NOP,Jabari Walker,walkeja01,74,POR,1,NOP,2,4,0,0,0,1,16.91666667,0,4,1,3,0,2,0,0,2,0,4,2,6,6,5.8
2024-25,202410250CLE,10/25/2024,CLE vs DET,Ron Holland,hollaro01,2,DET,0,CLE,4,7,1,0,1,1,17.18333333,0,7,2,6,0,2,0,0,1,1,8,5,11,12,15.9
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Guerschon Yabusele,yabusgu01,2,PHI,0,TOR,9,4,1,0,1,3,17.46666667,0,4,3,6,0,2,3,3,4,1,5,10,13,14,15.3
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Jaxson Hayes,hayesja02,73,LAL,1,PHO,6,6,4,1,1,1,17.53333333,1,5,3,3,0,0,0,0,3,2,10,10,12,16,24.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Josh Green,greenjo02,58,CHO,0,ATL,5,3,2,1,1,0,17.65,1,2,2,5,1,3,0,0,4,2,5,7,8,10,17.6
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Jonathan Kuminga,kuminjo01,76,GSW,0,UTA,2,1,1,0,1,0,17.66666667,0,1,1,5,0,1,0,0,0,1,2,3,3,4,7.7
2024-25,202410250NYK,10/25/2024,NYK vs IND,Aaron Nesmith,nesmiaa01,75,IND,0,NYK,4,2,0,0,0,1,17.71666667,1,1,2,5,0,1,0,0,3,0,2,4,6,6,5.4
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Brice Sensabaugh,sensabr01,34,UTA,1,GSW,9,3,0,0,0,1,17.8,2,1,3,9,2,7,1,1,0,0,3,9,12,12,11.6
2024-25,202410250CLE,10/25/2024,CLE vs DET,Isaac Okoro,okorois01,71,CLE,1,DET,4,2,3,0,0,0,17.98333333,1,1,2,2,0,0,0,0,3,0,5,7,6,9,10.9
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Patty Mills,millspa02,34,UTA,1,GSW,7,1,0,1,1,1,18.18333333,0,1,3,7,1,5,0,0,1,2,1,7,8,8,13.2
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Jusuf Nurkic,nurkiju01,78,PHO,0,LAL,4,7,4,0,1,4,18.41666667,1,6,1,5,0,3,2,2,4,1,11,8,11,15,17.4
2024-25,202410250POR,10/25/2024,POR vs NOP,Daniel Theis,theisda01,62,NOP,0,POR,5,6,4,0,0,1,18.45,1,5,1,4,0,2,3,4,4,0,10,9,11,15,17.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Garrison Mathews,mathega01,67,ATL,1,CHO,8,1,0,0,0,0,18.53333333,0,1,2,3,2,3,2,2,2,0,1,8,9,9,9.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Zaccharie Risacher,risacza01,2,ATL,1,CHO,5,0,1,0,1,0,18.53333333,0,0,1,5,1,4,2,2,0,1,1,6,5,6,9.5
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Vasilije Micic,micicva01,62,CHO,0,ATL,2,6,1,0,0,1,18.6,3,3,1,6,0,3,0,0,0,0,7,3,8,9,9.7
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Ziaire Williams,willizi02,53,BRK,0,ORL,7,7,1,1,0,1,18.7,1,6,3,7,1,2,0,0,4,1,8,8,14,15,18.9
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Kyle Anderson,anderky01,81,GSW,0,UTA,7,6,3,2,0,0,18.78333333,2,4,3,7,1,4,0,0,0,2,9,10,13,16,24.7
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Moses Moody,moodymo01,68,GSW,0,UTA,12,1,1,2,0,2,18.78333333,0,1,5,10,2,5,0,0,0,2,2,13,13,14,18.7
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Mason Plumlee,plumlma01,48,PHO,0,LAL,6,7,0,1,0,0,18.98333333,1,6,3,4,0,0,0,0,4,1,7,6,13,13,17.4
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Chris Boucher,bouchch01,52,TOR,1,PHI,4,3,1,2,4,1,19.26666667,0,3,0,5,0,4,4,4,0,6,4,5,7,8,26.1
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Davion Mitchell,mitchda01,74,TOR,1,PHI,8,3,3,0,0,3,19.3,0,3,3,5,2,4,0,0,6,0,6,11,11,14,13.1
2024-25,202410250POR,10/25/2024,POR vs NOP,Javonte Green,greenja02,11,NOP,0,POR,3,2,0,0,0,1,19.35,1,1,1,3,0,1,1,1,2,0,2,3,5,5,4.4
2024-25,202410250NYK,10/25/2024,NYK vs IND,Jarace Walker,walkeja02,36,IND,0,NYK,12,4,3,2,0,0,19.51666667,1,3,4,8,1,4,3,3,1,2,7,15,16,19,27.3
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Cole Anthony,anthoco01,83,ORL,1,BRK,4,1,2,3,0,1,19.58333333,0,1,1,3,1,2,1,2,2,3,3,6,5,7,16.2
2024-25,202410250CLE,10/25/2024,CLE vs DET,Caris LeVert,leverca01,70,CLE,1,DET,9,3,2,3,1,0,19.6,1,2,4,7,1,2,0,2,1,4,5,11,12,14,27.6
2024-25,202410250NYK,10/25/2024,NYK vs IND,Obi Toppin,toppiob01,85,IND,0,NYK,8,1,4,0,1,0,19.8,0,1,4,6,0,1,0,0,0,1,5,12,9,13,18.2
2024-25,202410250CLE,10/25/2024,CLE vs DET,Simone Fontecchio,fontesi01,68,DET,0,CLE,5,2,0,0,0,1,19.85,0,2,1,4,1,4,2,2,0,0,2,5,7,7,6.4
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Draymond Green,greendr01,57,GSW,0,UTA,3,2,4,3,0,2,19.85,0,2,1,4,1,2,0,0,3,3,6,7,5,9,18.4
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Buddy Hield,hieldbu01,87,GSW,0,UTA,27,4,6,1,0,0,19.91666667,0,4,10,14,7,9,0,0,0,1,10,33,31,37,43.8
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Marcus Smart,smartma01,22,MEM,0,HOU,7,1,2,1,0,2,20.18333333,0,1,1,4,1,1,4,5,3,1,3,9,8,10,12.2
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Walker Kessler,kesslwa01,66,UTA,1,GSW,2,9,2,0,1,2,20.25,3,6,1,1,0,0,0,0,1,1,11,4,11,13,16.8
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Eric Gordon,gordoer01,70,PHI,0,TOR,8,1,2,0,0,0,20.38333333,0,1,1,4,1,2,5,7,1,0,3,10,9,11,12.2
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Nic Claxton,claxtni01,73,BRK,0,ORL,4,5,3,1,1,1,20.43333333,1,4,1,4,0,0,2,2,1,2,8,7,9,12,19.5
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Collin Sexton,sextoco01,80,UTA,1,GSW,12,2,1,0,0,4,20.56666667,1,1,4,13,0,2,4,5,1,0,3,13,14,15,11.9
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Gabe Vincent,vincega01,13,LAL,1,PHO,5,2,0,3,0,0,20.58333333,1,1,2,5,1,3,0,0,4,3,2,5,7,7,16.4
2024-25,202410250NYK,10/25/2024,NYK vs IND,Miles McBride,mcbrimi01,70,NYK,1,IND,8,2,2,0,0,2,20.61666667,0,2,3,4,2,2,0,0,3,0,4,10,10,12,11.4
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Jaylen Wells,wellsja01,2,MEM,0,HOU,8,4,0,0,0,0,21.11666667,2,2,3,14,1,5,1,2,1,0,4,8,12,12,12.8
2024-25,202410250NYK,10/25/2024,NYK vs IND,Andrew Nembhard,nembhan01,70,IND,0,NYK,2,2,2,2,0,3,21.41666667,0,2,1,3,0,2,0,0,0,2,4,4,4,6,10.4
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Clint Capela,capelca01,75,ATL,1,CHO,6,7,1,1,2,2,21.55,1,6,2,2,0,0,2,2,3,3,8,7,13,14,22.9
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Jalen Suggs,suggsja01,77,ORL,1,BRK,10,5,1,1,0,3,21.63333333,0,5,3,6,2,3,2,2,2,1,6,11,15,16,17.5
2024-25,202410250NYK,10/25/2024,NYK vs IND,Cameron Payne,payneca01,80,NYK,1,IND,7,2,3,1,0,0,22.03333333,1,1,3,9,1,5,0,1,1,1,5,10,9,12,16.9
2024-25,202410250HOU,10/25/2024,HOU vs MEM,John Konchar,konchjo01,57,MEM,0,HOU,7,6,2,2,1,1,22.11666667,2,4,2,3,2,3,1,2,2,3,8,9,13,15,25.2
2024-25,202410250POR,10/25/2024,POR vs NOP,Yves Missi,missiyv01,2,NOP,0,POR,8,6,2,0,2,0,22.28333333,2,4,2,5,0,0,4,6,2,2,8,10,14,16,24.2
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Santi Aldama,aldamsa01,63,MEM,0,HOU,2,5,3,0,2,2,22.36666667,0,5,0,2,0,1,2,2,2,2,8,5,7,10,16.5
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Andre Drummond,drumman01,81,PHI,0,TOR,11,9,0,4,2,2,22.36666667,6,3,4,11,0,0,3,8,5,6,9,11,20,20,37.8
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Zach Edey,edeyza01,2,MEM,0,HOU,13,9,1,1,1,0,22.58333333,4,5,6,10,0,0,1,3,4,2,10,14,22,23,31.3
2024-25,202410250CLE,10/25/2024,CLE vs DET,Tim Hardaway Jr.,hardati02,81,DET,0,CLE,9,3,1,0,0,1,23.16666667,0,3,3,6,3,5,0,0,1,0,4,10,12,13,13.1
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Cody Martin,martico01,30,CHO,0,ATL,3,5,1,0,0,0,23.2,1,4,1,5,1,3,0,0,2,0,6,4,8,9,10.5
2024-25,202410250NYK,10/25/2024,NYK vs IND,Pascal Siakam,siakapa01,82,IND,0,NYK,12,5,2,0,0,2,23.21666667,2,3,5,11,0,4,2,2,1,0,7,14,17,19,19
2024-25,202410250NYK,10/25/2024,NYK vs IND,Myles Turner,turnemy01,80,IND,0,NYK,13,7,1,0,3,2,23.21666667,1,6,5,9,0,3,3,5,4,3,8,14,20,21,29.9
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Andrew Wiggins,wiggian01,73,GSW,0,UTA,10,13,5,0,2,1,23.36666667,5,8,3,10,2,4,2,2,4,2,18,15,23,28,38.1
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Jake LaRavia,laravja01,37,MEM,0,HOU,6,6,4,0,0,2,23.45,3,3,2,4,0,2,2,5,4,0,10,10,12,16,17.2
2024-25,202410250NYK,10/25/2024,NYK vs IND,Bennedict Mathurin,mathube01,62,IND,0,NYK,20,2,1,1,0,1,23.6,0,2,8,13,2,5,2,4,1,1,3,21,22,23,25.9
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Jordan Clarkson,clarkjo01,57,UTA,1,GSW,11,1,2,0,0,2,23.7,0,1,4,10,0,4,3,5,2,0,3,13,12,14,13.2
2024-25,202410250UTA,10/25/2024,UTA vs GSW,John Collins,collijo01,70,UTA,1,GSW,14,7,4,1,1,3,23.7,2,5,4,10,1,3,5,5,2,2,11,18,21,25,31.4
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Jonathan Mogbo,mogbojo01,2,TOR,1,PHI,12,9,5,2,3,2,23.76666667,5,4,3,8,0,1,6,7,2,5,14,17,21,26,43.3
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Ja Morant,moranja01,11,MEM,0,HOU,24,0,2,0,0,6,23.8,0,0,8,17,2,4,6,9,1,0,2,26,24,26,21
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Ben Simmons,simmobe01,17,BRK,0,ORL,7,6,3,1,1,4,23.9,0,6,2,5,0,0,3,4,5,2,9,10,13,16,20.7
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Gradey Dick,dickgr01,62,TOR,1,PHI,8,1,0,1,0,2,23.96666667,0,1,3,9,1,4,1,1,6,1,1,8,9,9,10.2
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Amen Thompson,thompam01,64,HOU,1,MEM,9,6,3,0,0,8,24.1,3,3,2,4,0,1,5,5,3,0,9,12,15,18,12.7
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Scotty Pippen Jr.,pippesc02,23,MEM,0,HOU,13,3,4,0,0,1,24.18333333,0,3,4,9,2,3,3,4,2,0,7,17,16,20,21.6
2024-25,202410250TOR,10/25/2024,TOR vs PHI,KJ Martin,martike04,62,PHI,0,TOR,2,3,3,1,1,0,24.31666667,0,3,1,1,0,0,0,0,4,2,6,5,5,8,16.1
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Dyson Daniels,daniedy01,63,ATL,1,CHO,18,1,4,2,2,1,24.4,0,1,8,10,2,4,0,0,5,4,5,22,19,23,36.2
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Josh Giddey,giddejo01,82,CHI,0,MIL,17,6,9,0,0,1,24.46666667,0,6,6,10,2,2,3,4,0,0,15,26,23,32,36.7
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Brandin Podziemski,podzibr01,76,GSW,0,UTA,15,5,1,1,1,0,24.63333333,1,4,7,14,1,5,0,0,2,2,6,16,20,21,28.5
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Taylor Hendricks,hendrita0,42,UTA,1,GSW,0,7,0,2,2,1,24.71666667,1,6,0,6,0,4,0,0,3,4,7,0,7,7,19.4
2024-25,202410250POR,10/25/2024,POR vs NOP,Toumani Camara,camarto01,72,POR,1,NOP,5,6,2,1,0,1,24.93333333,4,2,2,6,1,2,0,0,4,1,8,7,11,13,17.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Tre Mann,manntr01,43,CHO,0,ATL,17,3,4,1,0,3,24.95,3,0,6,19,2,7,3,3,3,1,7,21,20,24,26.6
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Cody Williams,willico04,2,UTA,1,GSW,2,3,2,1,0,1,25.2,0,3,1,6,0,3,0,0,1,1,5,4,5,7,10.6
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Jamal Shead,sheadja01,2,TOR,1,PHI,11,2,5,0,0,7,25.48333333,0,2,4,11,1,2,2,2,2,0,7,16,13,18,13.9
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Kentavious Caldwell-Pope,caldwke01,78,ORL,1,BRK,10,1,2,2,2,0,25.76666667,0,1,3,7,2,5,2,2,1,4,3,12,11,13,26.2
2024-25,202410250NYK,10/25/2024,NYK vs IND,Tyrese Haliburton,halibty01,72,IND,0,NYK,0,1,5,1,0,1,25.85,0,1,0,8,0,7,0,0,2,1,6,5,1,6,10.7
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Anthony Black,blackan01,71,ORL,1,BRK,10,3,5,0,2,2,26.03333333,0,3,4,6,1,1,1,2,4,2,8,15,13,18,25.1
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Ochai Agbaji,agbajoc01,80,TOR,1,PHI,12,8,1,2,0,1,26.21666667,3,5,5,9,0,1,2,2,3,2,9,13,20,21,28.1
2024-25,202410250ORL,10/25/2024,ORL vs BRK,Dorian Finney-Smith,finnedo01,70,BRK,0,ORL,15,6,0,1,0,1,26.45,3,3,6,10,3,6,0,0,1,1,6,15,21,21,24.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Onyeka Okongwu,okongon01,57,ATL,1,CHO,7,8,3,1,0,0,26.45,0,8,3,6,1,2,0,0,3,1,11,10,15,18,24.1
2024-25,202410250CLE,10/25/2024,CLE vs DET,Dean Wade,wadede01,56,CLE,1,DET,19,5,1,2,0,0,26.78333333,0,5,7,9,5,7,0,1,2,2,6,20,24,25,32.5
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Lauri Markkanen,markkla01,57,UTA,1,GSW,13,8,2,1,0,2,26.83333333,2,6,4,17,1,5,4,7,0,1,10,15,21,23,26.6
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Seth Curry,curryse01,46,CHO,0,ATL,9,5,2,3,0,1,27.3,3,2,3,9,3,7,0,0,4,3,7,11,14,16,26
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Jakob Poeltl,poeltja01,52,TOR,1,PHI,19,9,3,0,4,2,27.4,1,8,5,8,0,0,9,11,4,4,12,22,28,31,44.3
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Stephen Curry,curryst01,76,GSW,0,UTA,20,3,4,2,0,3,27.41666667,0,3,7,20,4,13,2,2,3,2,7,24,23,27,32.6
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Ayo Dosunmu,dosunay01,78,CHI,0,MIL,2,5,5,0,1,1,27.6,0,5,1,8,0,5,0,0,1,1,10,7,7,12,17.5
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Bobby Portis,portibo01,84,MIL,1,CHI,9,12,1,1,0,1,27.83333333,2,10,4,9,1,3,0,0,0,1,13,10,21,22,26.9
2024-25,202410250LAL,10/25/2024,LAL vs PHO,Royce O'Neale,onealro01,81,PHO,0,LAL,7,4,4,1,0,2,27.93333333,0,4,2,5,1,3,2,2,3,1,8,11,11,15,18.8
2024-25,202410250POR,10/25/2024,POR vs NOP,Scoot Henderson,hendesc01,64,POR,1,NOP,15,1,6,3,0,3,28.51666667,0,1,7,9,1,3,0,1,2,3,7,21,16,22,31.2
2024-25,202410250ATL,10/25/2024,ATL vs CHO,LaMelo Ball,ballla01,24,CHO,0,ATL,34,5,4,1,1,10,28.71666667,1,4,10,20,9,14,5,6,6,2,9,38,39,43,42
2024-25,202410250POR,10/25/2024,POR vs NOP,Jordan Hawkins,hawkijo01,69,NOP,0,POR,24,5,0,0,0,0,29.01666667,1,4,8,12,4,7,4,4,1,0,5,24,29,29,30
2024-25,202410250POR,10/25/2024,POR vs NOP,Zion Williamson,willizi01,71,NOP,0,POR,16,11,7,1,3,1,29.1,3,8,4,15,0,1,8,14,3,4,18,23,27,34,50.7
2024-25,202410250HOU,10/25/2024,HOU vs MEM,Desmond Bane,banede01,44,MEM,0,HOU,17,3,4,2,2,2,29.18333333,1,2,8,16,0,4,1,2,3,4,7,21,20,24,36.6
2024-25,202410250POR,10/25/2024,POR vs NOP,Herbert Jones,joneshe01,78,NOP,0,POR,8,1,1,2,1,2,29.18333333,1,0,4,9,0,3,0,0,1,3,2,9,9,10,17.7
2024-25,202410250CLE,10/25/2024,CLE vs DET,Jalen Duren,durenja01,63,DET,0,CLE,5,7,5,1,1,1,29.2,3,4,2,4,0,0,1,4,5,2,12,10,12,17,25.9
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Grant Williams,willigr01,78,CHO,0,ATL,9,4,6,1,0,1,29.2,2,2,2,7,2,6,3,4,4,1,10,15,13,19,24.8
2024-25,202410250TOR,10/25/2024,TOR vs PHI,Kyle Lowry,lowryky01,62,PHI,0,TOR,14,1,2,3,0,2,29.21666667,0,1,3,5,3,5,5,5,5,3,3,16,15,17,25.2
2024-25,202410250CLE,10/25/2024,CLE vs DET,Jaden Ivey,iveyja01,79,DET,0,CLE,22,5,4,0,0,2,29.26666667,0,5,8,16,2,5,4,6,4,0,9,26,27,31,32
2024-25,202410250LAL,10/25/2024,LAL vs PHO,D'Angelo Russell,russeda01,79,LAL,1,PHO,5,2,5,1,1,2,29.28333333,1,1,1,6,1,3,2,2,3,2,7,10,7,12,18.9
2024-25,202410250CLE,10/25/2024,CLE vs DET,Malik Beasley,beaslma01,81,DET,0,CLE,13,4,1,0,1,1,29.3,0,4,5,11,3,6,0,0,1,1,5,14,17,18,21.3
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Brook Lopez,lopezbr01,81,MIL,1,CHI,7,4,1,0,3,2,29.4,0,4,2,10,1,6,2,2,3,3,5,8,11,12,20.3
2024-25,202410250MIL,10/25/2024,MIL vs CHI,Taurean Prince,princta02,81,MIL,1,CHI,11,8,2,1,0,0,29.63333333,3,5,5,7,1,1,0,0,4,1,10,13,19,21,26.6
2024-25,202410250UTA,10/25/2024,UTA vs GSW,Keyonte George,georgke01,77,UTA,1,GSW,12,2,3,2,0,5,29.81666667,1,1,4,12,3,8,1,1,0,2,5,15,14,17,19.9
2024-25,202410250NYK,10/25/2024,NYK vs IND,Jalen Brunson,brunsja01,79,NYK,1,IND,26,5,5,0,0,1,29.91666667,2,3,10,19,3,5,3,4,1,0,10,31,31,36,38.5
2024-25,202410250ATL,10/25/2024,ATL vs CHO,Nick Richards,richani01,69,CHO,0,ATL,12,13,2,0,1,1,30.05,6,7,3,6,0,0,6,8,1,1,15,14,25,27,32.6
2024-25,202410250CLE,10/25/2024,CLE vs DET,Donovan Mitchell,mitchdo01,57,CLE,1,DET,19,2,5,0,0,2,30.11666667,1,1,8,21,1,8,2,4,3,0,7,24,21,26,26.9
