Season,GameID,Date,Game,Player,PlayerID,Team,TeamID,Is_Home,Opp,PTS,REB,AST,STL,BLK,TOV,MP,OffREB,DefREB,FG,FGA,3P,3PA,FT,FTA,PF
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Christian Koloko,kolokch01,Los Angeles Lakers,LAL,1,PHI,0,1,1,0,0,0,1.466666667,0,1,0,0,0,0,0,0,1
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Maxwell Lewis,lewisma05,Los Angeles Lakers,LAL,1,PHI,0,0,0,0,0,0,1.466666667,0,0,0,0,0,0,0,0,1
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Kyle Lowry,lowryky01,Philadelphia 76ers,PHI,0,LAL,5,3,6,0,1,1,31.56666667,0,3,1,7,1,6,2,2,1
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Kelly Oubre Jr.,oubreke01,Philadelphia 76ers,PHI,0,LAL,9,6,2,0,0,0,30.33333333,3,3,4,16,0,4,1,2,0
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Caleb Martin,martica02,Philadelphia 76ers,PHI,0,LAL,13,3,5,0,0,2,26.16666667,1,2,5,6,3,4,0,0,0
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Paul George,georgpa01,Philadelphia 76ers,PHI,0,LAL,9,4,8,1,0,0,24.95,1,3,4,13,0,6,1,2,2
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Andre Drummond,drumman01,Philadelphia 76ers,PHI,0,LAL,14,12,0,3,0,0,22.33333333,5,7,6,12,0,0,2,7,4
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Jared McCain,mccaija01,Philadelphia 76ers,PHI,0,LAL,18,1,2,1,0,2,30.51666667,0,1,6,17,4,9,2,2,1
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Guerschon Yabusele,yabusgu01,Philadelphia 76ers,PHI,0,LAL,14,5,0,1,1,0,23.36666667,1,4,5,6,3,4,1,2,1
2024-25,202411080LAL,11/8/2024,LAL vs PHI,KJ Martin,martike04,Philadelphia 76ers,PHI,0,LAL,11,2,0,0,1,0,17.11666667,0,2,4,5,1,1,2,2,1
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Ricky Council IV,councri01,Philadelphia 76ers,PHI,0,LAL,2,3,2,0,0,0,15.16666667,1,2,0,4,0,1,2,2,0
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Reggie Jackson,jacksre01,Philadelphia 76ers,PHI,0,LAL,3,2,2,0,0,0,10.95,0,2,1,6,1,4,0,0,4
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Jeff Dowtin,dowtije01,Philadelphia 76ers,PHI,0,LAL,2,0,1,0,0,0,2.933333333,0,0,1,2,0,0,0,0,0
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Adem Bona,bonaad01,Philadelphia 76ers,PHI,0,LAL,3,1,0,0,1,0,2.3,0,1,1,1,0,0,1,1,0
2024-25,202411080LAL,11/8/2024,LAL vs PHI,Lester Quinones,quinole01,Philadelphia 76ers,PHI,0,LAL,3,2,0,0,0,0,2.3,1,1,1,1,0,0,1,1,0
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Santi Aldama,aldamsa01,Memphis Grizzlies,MEM,1,WAS,12,5,4,1,0,1,32.46666667,1,4,5,13,0,5,2,2,1
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jaren Jackson Jr.,jacksja02,Memphis Grizzlies,MEM,1,WAS,39,6,1,1,1,3,28.31666667,2,4,14,28,5,12,6,7,4
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Scotty Pippen Jr.,pippesc02,Memphis Grizzlies,MEM,1,WAS,11,10,11,1,0,2,27.58333333,1,9,4,8,0,2,3,4,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jaylen Wells,wellsja01,Memphis Grizzlies,MEM,1,WAS,11,0,1,1,1,2,24.85,0,0,4,10,1,4,2,3,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Brandon Clarke,clarkbr01,Memphis Grizzlies,MEM,1,WAS,6,4,0,2,0,0,18.23333333,0,4,3,5,0,1,0,0,1
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jake LaRavia,laravja01,Memphis Grizzlies,MEM,1,WAS,9,5,5,1,0,2,26.86666667,3,2,3,7,2,4,1,1,2
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Zach Edey,edeyza01,Memphis Grizzlies,MEM,1,WAS,14,8,2,1,2,3,21.71666667,2,6,5,8,1,2,3,3,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,John Konchar,konchjo01,Memphis Grizzlies,MEM,1,WAS,0,2,2,1,2,0,20.3,2,0,0,2,0,2,0,0,0
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Luke Kennard,kennalu01,Memphis Grizzlies,MEM,1,WAS,11,3,3,0,0,3,18.6,1,2,4,7,3,5,0,0,1
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jay Huff,huffja01,Memphis Grizzlies,MEM,1,WAS,12,4,0,1,4,0,14.21666667,1,3,3,6,1,4,5,5,0
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Yuki Kawamura,kawamyu01,Memphis Grizzlies,MEM,1,WAS,3,2,1,0,0,1,4.65,0,2,1,3,1,2,0,0,1
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Colin Castleton,castlco01,Memphis Grizzlies,MEM,1,WAS,0,1,0,0,0,0,2.166666667,0,1,0,0,0,0,0,0,0
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Carlton Carrington,carrica01,Washington Wizards,WAS,0,MEM,10,10,8,4,0,4,33.43333333,1,9,4,11,1,5,1,2,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Bilal Coulibaly,coulibi01,Washington Wizards,WAS,0,MEM,10,3,3,2,2,4,31.33333333,1,2,4,9,0,3,2,2,4
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Alex Sarr,sarral01,Washington Wizards,WAS,0,MEM,8,5,5,1,1,4,24.51666667,2,3,3,11,0,5,2,2,4
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jonas Valanciunas,valanjo01,Washington Wizards,WAS,0,MEM,16,5,0,2,3,0,23.43333333,3,2,7,11,0,1,2,2,2
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jordan Poole,poolejo01,Washington Wizards,WAS,0,MEM,10,2,1,0,0,4,22.55,1,1,3,10,2,4,2,2,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Kyshawn George,georgky01,Washington Wizards,WAS,0,MEM,17,6,3,1,2,1,34.33333333,0,6,6,12,3,8,2,2,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Corey Kispert,kispeco01,Washington Wizards,WAS,0,MEM,14,2,1,1,0,1,28.58333333,0,2,3,7,1,3,7,9,3
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Johnny Davis,davisjo06,Washington Wizards,WAS,0,MEM,3,2,0,0,0,0,14.16666667,1,1,1,5,1,1,0,0,2
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Jared Butler,butleja02,Washington Wizards,WAS,0,MEM,5,3,6,2,0,0,14.05,1,2,2,9,0,2,1,2,2
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Richaun Holmes,holmeri01,Washington Wizards,WAS,0,MEM,6,2,0,0,0,0,4.533333333,1,1,3,5,0,1,0,0,1
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Anthony Gill,gillan01,Washington Wizards,WAS,0,MEM,5,1,0,1,0,0,4.533333333,0,1,2,2,1,1,0,0,0
2024-25,202411080MEM,11/8/2024,MEM vs WAS,Patrick Baldwin Jr.,baldwpa01,Washington Wizards,WAS,0,MEM,0,0,0,0,0,0,4.533333333,0,0,0,1,0,1,0,0,0
2024-25,202411080MIN,11/8/2024,MIN vs POR,Julius Randle,randlju01,Minnesota Timberwolves,MIN,1,POR,22,6,4,0,1,2,32.4,3,3,8,18,3,6,3,4,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Anthony Edwards,edwaran01,Minnesota Timberwolves,MIN,1,POR,37,6,5,1,1,6,30.11666667,0,6,12,21,9,15,4,5,2
2024-25,202411080MIN,11/8/2024,MIN vs POR,Jaden McDaniels,mcdanja02,Minnesota Timberwolves,MIN,1,POR,5,3,2,2,0,0,26.61666667,0,3,2,8,1,2,0,0,2
2024-25,202411080MIN,11/8/2024,MIN vs POR,Rudy Gobert,goberru01,Minnesota Timberwolves,MIN,1,POR,8,15,2,0,3,2,22.53333333,4,11,4,5,0,0,0,0,5
2024-25,202411080MIN,11/8/2024,MIN vs POR,Mike Conley,conlemi01,Minnesota Timberwolves,MIN,1,POR,2,1,2,1,0,0,18.3,0,1,1,7,0,4,0,0,2
2024-25,202411080MIN,11/8/2024,MIN vs POR,Donte DiVincenzo,divindo01,Minnesota Timberwolves,MIN,1,POR,14,3,7,1,0,1,29.05,1,2,4,12,4,11,2,2,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Nickeil Alexander-Walker,alexani01,Minnesota Timberwolves,MIN,1,POR,9,6,3,2,0,3,27.2,1,5,3,4,1,2,2,2,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Naz Reid,reidna01,Minnesota Timberwolves,MIN,1,POR,15,4,1,1,0,1,22.08333333,0,4,6,11,3,5,0,0,4
2024-25,202411080MIN,11/8/2024,MIN vs POR,Josh Minott,minotjo01,Minnesota Timberwolves,MIN,1,POR,2,0,0,0,1,0,12.9,0,0,1,2,0,1,0,0,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Rob Dillingham,dilliro01,Minnesota Timberwolves,MIN,1,POR,7,3,2,0,0,1,5.7,0,3,3,3,1,1,0,0,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Luka Garza,garzalu01,Minnesota Timberwolves,MIN,1,POR,6,0,0,0,0,0,4.866666667,0,0,3,6,0,3,0,1,0
2024-25,202411080MIN,11/8/2024,MIN vs POR,PJ Dozier,doziepj01,Minnesota Timberwolves,MIN,1,POR,0,2,2,0,0,0,4.116666667,1,1,0,0,0,0,0,0,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Terrence Shannon Jr.,shannte01,Minnesota Timberwolves,MIN,1,POR,0,0,2,1,1,1,4.116666667,0,0,0,0,0,0,0,0,0
2024-25,202411080MIN,11/8/2024,MIN vs POR,Jerami Grant,grantje01,Portland Trail Blazers,POR,0,MIN,12,1,0,0,2,0,26.93333333,0,1,4,10,2,4,2,3,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Anfernee Simons,simonan01,Portland Trail Blazers,POR,0,MIN,14,1,2,1,0,1,26.78333333,0,1,6,16,2,7,0,0,2
2024-25,202411080MIN,11/8/2024,MIN vs POR,Toumani Camara,camarto01,Portland Trail Blazers,POR,0,MIN,3,5,0,2,1,6,25.41666667,2,3,1,3,0,2,1,2,4
2024-25,202411080MIN,11/8/2024,MIN vs POR,Deni Avdija,avdijde01,Portland Trail Blazers,POR,0,MIN,9,5,1,1,0,1,23.45,1,4,4,9,0,2,1,3,2
2024-25,202411080MIN,11/8/2024,MIN vs POR,Deandre Ayton,aytonde01,Portland Trail Blazers,POR,0,MIN,4,6,0,1,0,1,17.9,2,4,2,6,0,1,0,0,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Scoot Henderson,hendesc01,Portland Trail Blazers,POR,0,MIN,16,4,3,1,0,3,32.4,2,2,6,14,0,1,4,4,4
2024-25,202411080MIN,11/8/2024,MIN vs POR,Shaedon Sharpe,sharpsh01,Portland Trail Blazers,POR,0,MIN,6,2,2,0,0,2,20.73333333,0,2,2,8,0,4,2,3,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Donovan Clingan,clingdo01,Portland Trail Blazers,POR,0,MIN,6,3,0,0,2,0,18.56666667,1,2,3,7,0,0,0,0,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Robert Williams,williro04,Portland Trail Blazers,POR,0,MIN,13,3,2,2,1,0,17.01666667,2,1,4,5,1,1,4,4,0
2024-25,202411080MIN,11/8/2024,MIN vs POR,Dalano Banton,bantoda01,Portland Trail Blazers,POR,0,MIN,12,2,2,2,1,0,12,0,2,4,7,0,1,4,5,0
2024-25,202411080MIN,11/8/2024,MIN vs POR,Kris Murray,murrakr01,Portland Trail Blazers,POR,0,MIN,4,2,1,1,0,0,6.966666667,1,1,2,4,0,1,0,0,1
2024-25,202411080MIN,11/8/2024,MIN vs POR,Rayan Rupert,ruperra01,Portland Trail Blazers,POR,0,MIN,3,1,0,0,0,1,6.966666667,0,1,1,2,1,1,0,0,0
2024-25,202411080MIN,11/8/2024,MIN vs POR,Jabari Walker,walkeja01,Portland Trail Blazers,POR,0,MIN,0,2,0,0,0,1,4.866666667,1,1,0,0,0,0,0,0,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Damian Lillard,lillada01,Milwaukee Bucks,MIL,0,NYK,19,6,6,0,0,1,34.43333333,1,5,6,15,0,4,7,7,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Giannis Antetokounmpo,antetgi01,Milwaukee Bucks,MIL,0,NYK,24,12,2,0,2,1,32.2,3,9,11,21,0,1,2,6,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Taurean Prince,princta02,Milwaukee Bucks,MIL,0,NYK,3,5,2,0,0,2,27.61666667,0,5,1,4,1,3,0,0,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Brook Lopez,lopezbr01,Milwaukee Bucks,MIL,0,NYK,7,3,1,0,0,2,24.46666667,2,1,3,5,0,1,1,2,1
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Andre Jackson Jr.,jacksan01,Milwaukee Bucks,MIL,0,NYK,3,0,1,0,1,1,17.53333333,0,0,1,3,1,3,0,0,1
2024-25,202411080NYK,11/8/2024,NYK vs MIL,A.J. Green,greenaj01,Milwaukee Bucks,MIL,0,NYK,9,0,0,0,0,0,24.96666667,0,0,3,6,3,6,0,0,4
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Bobby Portis,portibo01,Milwaukee Bucks,MIL,0,NYK,4,5,1,0,0,1,16.9,2,3,1,8,0,3,2,2,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Pat Connaughton,connapa01,Milwaukee Bucks,MIL,0,NYK,2,0,2,0,0,0,16.15,0,0,1,4,0,2,0,0,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Ryan Rollins,rolliry01,Milwaukee Bucks,MIL,0,NYK,7,1,3,1,0,3,12.2,0,1,3,5,1,2,0,0,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Tyler Smith,smithty02,Milwaukee Bucks,MIL,0,NYK,10,2,0,0,2,1,8.383333333,0,2,4,5,1,2,1,2,1
2024-25,202411080NYK,11/8/2024,NYK vs MIL,MarJon Beauchamp,beaucma01,Milwaukee Bucks,MIL,0,NYK,4,2,1,0,0,0,8.383333333,1,1,1,3,0,0,2,2,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Liam Robbins,robbili01,Milwaukee Bucks,MIL,0,NYK,2,3,0,0,0,0,8.383333333,2,1,1,2,0,1,0,0,1
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Stanley Umude,umudest01,Milwaukee Bucks,MIL,0,NYK,0,2,1,0,0,0,8.383333333,0,2,0,2,0,2,0,2,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Mikal Bridges,bridgmi01,New York Knicks,NYK,1,MIL,17,3,3,1,1,1,36.53333333,1,2,7,18,3,11,0,0,1
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Josh Hart,hartjo01,New York Knicks,NYK,1,MIL,11,9,7,0,0,0,33.1,2,7,4,5,1,1,2,2,3
2024-25,202411080NYK,11/8/2024,NYK vs MIL,OG Anunoby,anunoog01,New York Knicks,NYK,1,MIL,14,6,5,3,2,2,32.11666667,0,6,4,12,1,8,5,6,4
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Karl-Anthony Towns,townska01,New York Knicks,NYK,1,MIL,32,11,5,0,0,2,32.05,3,8,12,20,4,8,4,5,4
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Jalen Brunson,brunsja01,New York Knicks,NYK,1,MIL,15,2,9,1,0,0,31.75,1,1,6,14,0,5,3,4,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Miles McBride,mcbrimi01,New York Knicks,NYK,1,MIL,14,5,2,0,0,0,28.01666667,1,4,5,11,2,6,2,2,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Tyler Kolek,kolekty01,New York Knicks,NYK,1,MIL,8,4,2,1,0,1,16.23333333,2,2,3,5,2,4,0,0,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Jericho Sims,simsje01,New York Knicks,NYK,1,MIL,2,5,1,1,0,1,15.95,4,1,1,2,0,0,0,0,2
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Matt Ryan,ryanma01,New York Knicks,NYK,1,MIL,3,0,0,0,0,0,6.133333333,0,0,1,2,1,2,0,0,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Pacome Dadiet,dadiepa01,New York Knicks,NYK,1,MIL,0,1,1,0,0,0,4.866666667,0,1,0,1,0,1,0,0,0
2024-25,202411080NYK,11/8/2024,NYK vs MIL,Ariel Hukporti,hukpoar01,New York Knicks,NYK,1,MIL,0,2,0,0,0,0,3.233333333,0,2,0,1,0,0,0,0,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Fred VanVleet,vanvlfr01,Houston Rockets,HOU,0,OKC,11,3,2,1,0,1,30.43333333,1,2,4,9,2,4,1,2,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jalen Green,greenja05,Houston Rockets,HOU,0,OKC,14,4,2,0,0,1,27.7,0,4,5,14,2,8,2,2,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Alperen Sengun,sengual01,Houston Rockets,HOU,0,OKC,11,9,6,1,0,2,27.18333333,4,5,3,12,0,1,5,6,5
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Dillon Brooks,brookdi01,Houston Rockets,HOU,0,OKC,17,4,1,0,0,1,26.65,2,2,6,12,3,4,2,2,3
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jabari Smith Jr.,smithja05,Houston Rockets,HOU,0,OKC,4,1,0,0,1,0,16.7,1,0,2,7,0,1,0,1,0
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Tari Eason,easonta01,Houston Rockets,HOU,0,OKC,12,6,0,3,1,3,25.25,1,5,5,11,2,5,0,0,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Amen Thompson,thompam01,Houston Rockets,HOU,0,OKC,14,7,1,0,1,1,24.11666667,2,5,5,12,0,2,4,4,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Reed Sheppard,sheppre01,Houston Rockets,HOU,0,OKC,4,2,4,0,0,1,18.55,0,2,2,2,0,0,0,0,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Steven Adams,adamsst01,Houston Rockets,HOU,0,OKC,5,2,1,1,0,3,15.51666667,1,1,2,2,0,0,1,3,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jae'Sean Tate,tateja01,Houston Rockets,HOU,0,OKC,6,5,0,1,0,2,6.05,2,3,2,3,0,1,2,3,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jack McVeigh,mcveija01,Houston Rockets,HOU,0,OKC,3,2,0,0,0,1,6.05,0,2,1,2,1,2,0,0,0
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jock Landale,landajo01,Houston Rockets,HOU,0,OKC,0,2,0,0,0,0,6.05,0,2,0,1,0,1,0,2,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Aaron Holiday,holidaa01,Houston Rockets,HOU,0,OKC,3,1,2,0,0,0,5.95,0,1,1,2,0,0,1,1,0
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jeff Green,greenje02,Houston Rockets,HOU,0,OKC,3,0,0,0,0,1,3.8,0,0,1,1,1,1,0,0,0
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Jalen Williams,willija06,Oklahoma City Thunder,OKC,1,HOU,14,5,3,0,1,3,31.65,0,5,7,11,0,1,0,0,3
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Chet Holmgren,holmgch01,Oklahoma City Thunder,OKC,1,HOU,29,5,1,0,3,1,29.15,1,4,8,14,4,6,9,10,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Shai Gilgeous-Alexander,gilgesh01,Oklahoma City Thunder,OKC,1,HOU,29,5,4,1,1,3,29.03333333,1,4,11,16,1,2,6,7,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Cason Wallace,wallaca01,Oklahoma City Thunder,OKC,1,HOU,4,5,1,1,1,0,22.86666667,3,2,2,4,0,1,0,0,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Luguentz Dort,dortlu01,Oklahoma City Thunder,OKC,1,HOU,3,0,1,0,0,1,18.98333333,0,0,1,7,1,5,0,0,3
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Aaron Wiggins,wiggiaa01,Oklahoma City Thunder,OKC,1,HOU,8,5,5,1,1,0,29.71666667,1,4,3,9,2,3,0,0,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Isaiah Joe,joeis01,Oklahoma City Thunder,OKC,1,HOU,14,6,1,0,0,0,23.76666667,0,6,5,10,3,8,1,1,5
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Ajay Mitchell,mitchaj01,Oklahoma City Thunder,OKC,1,HOU,12,2,7,3,0,0,19.71666667,0,2,5,6,1,2,1,1,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Alex Caruso,carusal01,Oklahoma City Thunder,OKC,1,HOU,10,4,1,1,0,0,13.76666667,1,3,3,5,2,3,2,2,2
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Dillon Jones,jonesdi01,Oklahoma City Thunder,OKC,1,HOU,2,2,0,1,1,1,11.85,0,2,1,6,0,5,0,0,1
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Ousmane Dieng,diengou01,Oklahoma City Thunder,OKC,1,HOU,0,2,0,1,0,1,5.6,0,2,0,2,0,1,0,0,0
2024-25,202411080OKC,11/8/2024,OKC vs HOU,Malevy Leons,leonsma01,Oklahoma City Thunder,OKC,1,HOU,1,0,0,0,0,0,3.883333333,0,0,0,0,0,0,1,2,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Brandon Boston Jr.,bostobr01,New Orleans Pelicans,NOP,0,ORL,26,6,3,2,0,0,38.21666667,0,6,10,17,2,4,4,4,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jose Alvarado,alvarjo01,New Orleans Pelicans,NOP,0,ORL,21,5,5,3,0,3,34.8,1,4,7,18,4,11,3,6,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jeremiah Robinson-Earl,robinje02,New Orleans Pelicans,NOP,0,ORL,12,4,0,3,0,3,31.55,2,2,4,12,0,2,4,4,3
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Brandon Ingram,ingrabr01,New Orleans Pelicans,NOP,0,ORL,11,5,5,0,0,6,26.3,1,4,4,12,1,4,2,2,3
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Yves Missi,missiyv01,New Orleans Pelicans,NOP,0,ORL,0,1,0,1,1,0,19.75,0,1,0,0,0,0,0,0,2
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Javonte Green,greenja02,New Orleans Pelicans,NOP,0,ORL,3,1,1,0,0,0,24.08333333,0,1,1,6,1,2,0,0,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Antonio Reeves,reevean01,New Orleans Pelicans,NOP,0,ORL,3,3,1,1,0,0,18.35,0,3,1,5,1,3,0,0,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jaylen Nowell,nowelja01,New Orleans Pelicans,NOP,0,ORL,10,0,1,0,0,1,13.2,0,0,4,9,1,4,1,1,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Trey Jemison,jemistr01,New Orleans Pelicans,NOP,0,ORL,0,3,0,0,0,2,12.78333333,1,2,0,1,0,0,0,0,5
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Daniel Theis,theisda01,New Orleans Pelicans,NOP,0,ORL,2,1,2,0,0,0,12.11666667,1,0,1,3,0,0,0,0,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jamal Cain,cainja01,New Orleans Pelicans,NOP,0,ORL,0,2,0,0,0,0,8.833333333,0,2,0,1,0,1,0,0,3
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jalen Suggs,suggsja01,Orlando Magic,ORL,1,NOP,7,6,3,1,2,5,32.71666667,0,6,3,9,1,6,0,0,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Franz Wagner,wagnefr01,Orlando Magic,ORL,1,NOP,27,5,6,2,0,2,32.43333333,2,3,9,18,2,5,7,8,2
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Kentavious Caldwell-Pope,caldwke01,Orlando Magic,ORL,1,NOP,7,3,5,4,1,0,29.05,0,3,3,9,0,4,1,1,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Goga Bitadze,bitadgo01,Orlando Magic,ORL,1,NOP,11,9,3,1,2,0,26.71666667,5,4,5,6,0,0,1,1,3
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Tristan Da Silva,dasiltr01,Orlando Magic,ORL,1,NOP,7,3,1,0,0,0,26.66666667,0,3,3,11,1,7,0,0,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Anthony Black,blackan01,Orlando Magic,ORL,1,NOP,11,3,4,0,1,2,24.26666667,1,2,4,6,0,0,3,4,4
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Gary Harris,harriga01,Orlando Magic,ORL,1,NOP,7,1,2,0,1,0,19.48333333,1,0,2,3,1,2,2,3,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Moritz Wagner,wagnemo01,Orlando Magic,ORL,1,NOP,17,4,2,0,0,3,18.25,0,4,8,11,1,1,0,0,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Cole Anthony,anthoco01,Orlando Magic,ORL,1,NOP,8,6,2,1,0,1,12,0,6,3,5,1,3,1,2,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jonathan Isaac,isaacjo01,Orlando Magic,ORL,1,NOP,10,2,0,0,0,0,8.883333333,2,0,4,4,0,0,2,2,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Jett Howard,howarje01,Orlando Magic,ORL,1,NOP,0,0,0,0,0,0,4.283333333,0,0,0,1,0,1,0,0,1
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Caleb Houstan,houstca01,Orlando Magic,ORL,1,NOP,0,1,0,0,1,0,3.033333333,0,1,0,1,0,1,0,0,0
2024-25,202411080ORL,11/8/2024,ORL vs NOP,Cory Joseph,josepco01,Orlando Magic,ORL,1,NOP,3,0,0,0,0,0,2.216666667,0,0,1,2,1,2,0,0,0
2024-25,202411080SAC,11/8/2024,SAC vs LAC,Norman Powell,powelno01,Los Angeles Clippers,LAC,0,SAC,31,12,2,1,0,3,39.3,2,10,10,23,5,9,6,7,2
2024-25,202411080SAC,11/8/2024,SAC vs LAC,Ivica Zubac,zubaciv01,Los Angeles Clippers,LAC,0,SAC,13,15,5,0,2,1,36.61666667,7,8,6,9,0,0,1,2,3
2024-25,202411080SAC,11/8/2024,SAC vs LAC,James Harden,hardeja01,Los Angeles Clippers,LAC,0,SAC,22,4,8,2,0,7,34.53333333,0,4,5,16,3,6,9,9,2
