Season,Date,Game,GameID,Home,HomeID,PTS,Away,AwayID,PTSA
2023-24,12/20/2023,IND vs CHO,202312200IND,Indiana Pacers,IND,144,Charlotte Hornets,CHO,113
2023-24,12/20/2023,ORL vs MIA,202312200ORL,Orlando Magic,ORL,106,Miami Heat,MIA,115
2023-24,12/20/2023,PHI vs MIN,202312200PHI,Philadelphia 76ers,PHI,127,Minnesota Timberwolves,MIN,113
2023-24,12/20/2023,SAC vs BOS,202312200SAC,Sacramento Kings,SAC,119,Boston Celtics,BOS,144
2023-24,12/20/2023,TOR vs DEN,202312200TOR,Toronto Raptors,TOR,104,Denver Nuggets,DEN,113
2023-24,12/19/2023,GSW vs BOS,202312190GSW,Golden State Warriors,GSW,132,Boston Celtics,BOS,126
2023-24,12/19/2023,MIL vs SAS,202312190MIL,Milwaukee Bucks,MIL,132,San Antonio Spurs,SAS,119
2023-24,12/19/2023,NOP vs MEM,202312190NOP,New Orleans Pelicans,NOP,113,Memphis Grizzlies,MEM,115
2023-24,12/19/2023,POR vs PHO,202312190POR,Portland Trail Blazers,POR,109,Phoenix Suns,PHO,104
2023-24,12/18/2023,ATL vs DET,202312180ATL,Atlanta Hawks,ATL,130,Detroit Pistons,DET,124
2023-24,12/18/2023,CLE vs HOU,202312180CLE,Cleveland Cavaliers,CLE,135,Houston Rockets,HOU,130
2023-24,12/18/2023,DEN vs DAL,202312180DEN,Denver Nuggets,DEN,130,Dallas Mavericks,DAL,104
2023-24,12/18/2023,IND vs LAC,202312180IND,Indiana Pacers,IND,127,Los Angeles Clippers,LAC,151
2023-24,12/18/2023,LAL vs NYK,202312180LAL,Los Angeles Lakers,LAL,109,New York Knicks,NYK,114
2023-24,12/18/2023,MIA vs MIN,202312180MIA,Miami Heat,MIA,108,Minnesota Timberwolves,MIN,112
2023-24,12/18/2023,OKC vs MEM,202312180OKC,Oklahoma City Thunder,OKC,116,Memphis Grizzlies,MEM,97
2023-24,12/18/2023,PHI vs CHI,202312180PHI,Philadelphia 76ers,PHI,104,Chicago Bulls,CHI,108
2023-24,12/18/2023,SAC vs WAS,202312180SAC,Sacramento Kings,SAC,143,Washington Wizards,WAS,131
2023-24,12/18/2023,TOR vs CHO,202312180TOR,Toronto Raptors,TOR,114,Charlotte Hornets,CHO,99
2023-24,12/18/2023,UTA vs BRK,202312180UTA,Utah Jazz,UTA,125,Brooklyn Nets,BRK,108
2023-24,12/17/2023,BOS vs ORL,202312170BOS,Boston Celtics,BOS,114,Orlando Magic,ORL,97
2023-24,12/17/2023,MIL vs HOU,202312170MIL,Milwaukee Bucks,MIL,128,Houston Rockets,HOU,119
2023-24,12/17/2023,PHO vs WAS,202312170PHO,Phoenix Suns,PHO,112,Washington Wizards,WAS,108
2023-24,12/17/2023,POR vs GSW,202312170POR,Portland Trail Blazers,POR,114,Golden State Warriors,GSW,118
2023-24,12/17/2023,SAS vs NOP,202312170SAS,San Antonio Spurs,SAS,110,New Orleans Pelicans,NOP,146
2023-24,12/16/2023,CHO vs PHI,202312160CHO,Charlotte Hornets,CHO,82,Philadelphia 76ers,PHI,135
2023-24,12/16/2023,CLE vs ATL,202312160CLE,Cleveland Cavaliers,CLE,127,Atlanta Hawks,ATL,119
2023-24,12/16/2023,DEN vs OKC,202312160DEN,Denver Nuggets,DEN,117,Oklahoma City Thunder,OKC,118
2023-24,12/16/2023,GSW vs BRK,202312160GSW,Golden State Warriors,GSW,124,Brooklyn Nets,BRK,120
2023-24,12/16/2023,LAC vs NYK,202312160LAC,Los Angeles Clippers,LAC,144,New York Knicks,NYK,122
2023-24,12/16/2023,MIA vs CHI,202312160MIA,Miami Heat,MIA,118,Chicago Bulls,CHI,116
2023-24,12/16/2023,MIL vs DET,202312160MIL,Milwaukee Bucks,MIL,146,Detroit Pistons,DET,114
2023-24,12/16/2023,MIN vs IND,202312160MIN,Minnesota Timberwolves,MIN,127,Indiana Pacers,IND,109
2023-24,12/16/2023,POR vs DAL,202312160POR,Portland Trail Blazers,POR,120,Dallas Mavericks,DAL,131
2023-24,12/16/2023,SAC vs UTA,202312160SAC,Sacramento Kings,SAC,125,Utah Jazz,UTA,104
2023-24,12/15/2023,BOS vs ORL,202312150BOS,Boston Celtics,BOS,128,Orlando Magic,ORL,111
2023-24,12/15/2023,CHO vs NOP,202312150CHO,Charlotte Hornets,CHO,107,New Orleans Pelicans,NOP,112
2023-24,12/15/2023,MEM vs HOU,202312150MEM,Memphis Grizzlies,MEM,96,Houston Rockets,HOU,103
2023-24,12/15/2023,PHI vs DET,202312150PHI,Philadelphia 76ers,PHI,124,Detroit Pistons,DET,92
2023-24,12/15/2023,PHO vs NYK,202312150PHO,Phoenix Suns,PHO,122,New York Knicks,NYK,139
2023-24,12/15/2023,SAS vs LAL,202312150SAS,San Antonio Spurs,SAS,129,Los Angeles Lakers,LAL,115
2023-24,12/15/2023,TOR vs ATL,202312150TOR,Toronto Raptors,TOR,104,Atlanta Hawks,ATL,125
2023-24,12/15/2023,WAS vs IND,202312150WAS,Washington Wizards,WAS,137,Indiana Pacers,IND,123
2023-24,12/14/2023,BOS vs CLE,202312140BOS,Boston Celtics,BOS,116,Cleveland Cavaliers,CLE,107
2023-24,12/14/2023,DAL vs MIN,202312140DAL,Dallas Mavericks,DAL,101,Minnesota Timberwolves,MIN,119
2023-24,12/14/2023,DEN vs BRK,202312140DEN,Denver Nuggets,DEN,124,Brooklyn Nets,BRK,101
2023-24,12/14/2023,LAC vs GSW,202312140LAC,Los Angeles Clippers,LAC,121,Golden State Warriors,GSW,113
2023-24,12/14/2023,MIA vs CHI,202312140MIA,Miami Heat,MIA,116,Chicago Bulls,CHI,124
2023-24,12/14/2023,POR vs UTA,202312140POR,Portland Trail Blazers,POR,114,Utah Jazz,UTA,122
2023-24,12/14/2023,SAC vs OKC,202312140SAC,Sacramento Kings,SAC,128,Oklahoma City Thunder,OKC,123
2023-24,12/13/2023,DET vs PHI,202312130DET,Detroit Pistons,DET,111,Philadelphia 76ers,PHI,129
2023-24,12/13/2023,HOU vs MEM,202312130HOU,Houston Rockets,HOU,117,Memphis Grizzlies,MEM,104
2023-24,12/13/2023,MIA vs CHO,202312130MIA,Miami Heat,MIA,115,Charlotte Hornets,CHO,104
2023-24,12/13/2023,MIL vs IND,202312130MIL,Milwaukee Bucks,MIL,140,Indiana Pacers,IND,126
2023-24,12/13/2023,PHO vs BRK,202312130PHO,Phoenix Suns,PHO,112,Brooklyn Nets,BRK,116
2023-24,12/13/2023,SAS vs LAL,202312130SAS,San Antonio Spurs,SAS,119,Los Angeles Lakers,LAL,122
2023-24,12/13/2023,TOR vs ATL,202312130TOR,Toronto Raptors,TOR,135,Atlanta Hawks,ATL,128
2023-24,12/13/2023,UTA vs NYK,202312130UTA,Utah Jazz,UTA,117,New York Knicks,NYK,113
2023-24,12/13/2023,WAS vs NOP,202312130WAS,Washington Wizards,WAS,122,New Orleans Pelicans,NOP,142
2023-24,12/12/2023,BOS vs CLE,202312120BOS,Boston Celtics,BOS,120,Cleveland Cavaliers,CLE,113
2023-24,12/12/2023,CHI vs DEN,202312120CHI,Chicago Bulls,CHI,106,Denver Nuggets,DEN,114
2023-24,12/12/2023,DAL vs LAL,202312120DAL,Dallas Mavericks,DAL,127,Los Angeles Lakers,LAL,125
2023-24,12/12/2023,LAC vs SAC,202312120LAC,Los Angeles Clippers,LAC,119,Sacramento Kings,SAC,99
2023-24,12/12/2023,PHO vs GSW,202312120PHO,Phoenix Suns,PHO,119,Golden State Warriors,GSW,116
2023-24,12/11/2023,ATL vs DEN,202312110ATL,Atlanta Hawks,ATL,122,Denver Nuggets,DEN,129
2023-24,12/11/2023,CHO vs MIA,202312110CHO,Charlotte Hornets,CHO,114,Miami Heat,MIA,116
2023-24,12/11/2023,DET vs IND,202312110DET,Detroit Pistons,DET,123,Indiana Pacers,IND,131
2023-24,12/11/2023,HOU vs SAS,202312110HOU,Houston Rockets,HOU,93,San Antonio Spurs,SAS,82
2023-24,12/11/2023,LAC vs POR,202312110LAC,Los Angeles Clippers,LAC,132,Portland Trail Blazers,POR,127
2023-24,12/11/2023,MEM vs DAL,202312110MEM,Memphis Grizzlies,MEM,113,Dallas Mavericks,DAL,120
2023-24,12/11/2023,MIL vs CHI,202312110MIL,Milwaukee Bucks,MIL,133,Chicago Bulls,CHI,129
2023-24,12/11/2023,NOP vs MIN,202312110NOP,New Orleans Pelicans,NOP,121,Minnesota Timberwolves,MIN,107
2023-24,12/11/2023,NYK vs TOR,202312110NYK,New York Knicks,NYK,136,Toronto Raptors,TOR,130
2023-24,12/11/2023,OKC vs UTA,202312110OKC,Oklahoma City Thunder,OKC,134,Utah Jazz,UTA,120
2023-24,12/11/2023,ORL vs CLE,202312110ORL,Orlando Magic,ORL,104,Cleveland Cavaliers,CLE,94
2023-24,12/11/2023,PHI vs WAS,202312110PHI,Philadelphia 76ers,PHI,146,Washington Wizards,WAS,101
2023-24,12/11/2023,SAC vs BRK,202312110SAC,Sacramento Kings,SAC,131,Brooklyn Nets,BRK,118
2023-24,12/9/2023,LAL vs IND,202312090LAL,Los Angeles Lakers,LAL,123,Indiana Pacers,IND,109
2023-24,12/8/2023,BOS vs NYK,202312080BOS,Boston Celtics,BOS,133,New York Knicks,NYK,123
2023-24,12/8/2023,BRK vs WAS,202312080BRK,Brooklyn Nets,BRK,124,Washington Wizards,WAS,97
2023-24,12/8/2023,CHO vs TOR,202312080CHO,Charlotte Hornets,CHO,119,Toronto Raptors,TOR,116
2023-24,12/8/2023,DEN vs HOU,202312080DEN,Denver Nuggets,DEN,106,Houston Rockets,HOU,114
2023-24,12/8/2023,MEM vs MIN,202312080MEM,Memphis Grizzlies,MEM,103,Minnesota Timberwolves,MIN,127
2023-24,12/8/2023,MIA vs CLE,202312080MIA,Miami Heat,MIA,99,Cleveland Cavaliers,CLE,111
2023-24,12/8/2023,OKC vs GSW,202312080OKC,Oklahoma City Thunder,OKC,138,Golden State Warriors,GSW,136
2023-24,12/8/2023,ORL vs DET,202312080ORL,Orlando Magic,ORL,123,Detroit Pistons,DET,91
2023-24,12/8/2023,PHI vs ATL,202312080PHI,Philadelphia 76ers,PHI,125,Atlanta Hawks,ATL,114
2023-24,12/8/2023,PHO vs SAC,202312080PHO,Phoenix Suns,PHO,106,Sacramento Kings,SAC,114
2023-24,12/8/2023,POR vs DAL,202312080POR,Portland Trail Blazers,POR,112,Dallas Mavericks,DAL,125
2023-24,12/8/2023,SAS vs CHI,202312080SAS,San Antonio Spurs,SAS,112,Chicago Bulls,CHI,121
2023-24,12/8/2023,UTA vs LAC,202312080UTA,Utah Jazz,UTA,103,Los Angeles Clippers,LAC,117
2023-24,12/7/2023,LAL vs NOP,202312070LAL,Los Angeles Lakers,LAL,133,New Orleans Pelicans,NOP,89
2023-24,12/7/2023,MIL vs IND,202312070MIL,Milwaukee Bucks,MIL,119,Indiana Pacers,IND,128
2023-24,12/6/2023,ATL vs BRK,202312060ATL,Atlanta Hawks,ATL,113,Brooklyn Nets,BRK,114
2023-24,12/6/2023,CHI vs CHO,202312060CHI,Chicago Bulls,CHI,111,Charlotte Hornets,CHO,100
2023-24,12/6/2023,CLE vs ORL,202312060CLE,Cleveland Cavaliers,CLE,121,Orlando Magic,ORL,111
2023-24,12/6/2023,DAL vs UTA,202312060DAL,Dallas Mavericks,DAL,147,Utah Jazz,UTA,97
2023-24,12/6/2023,DET vs MEM,202312060DET,Detroit Pistons,DET,102,Memphis Grizzlies,MEM,116
2023-24,12/6/2023,GSW vs POR,202312060GSW,Golden State Warriors,GSW,110,Portland Trail Blazers,POR,106
2023-24,12/6/2023,HOU vs OKC,202312060HOU,Houston Rockets,HOU,110,Oklahoma City Thunder,OKC,101
2023-24,12/6/2023,LAC vs DEN,202312060LAC,Los Angeles Clippers,LAC,111,Denver Nuggets,DEN,102
2023-24,12/6/2023,MIN vs SAS,202312060MIN,Minnesota Timberwolves,MIN,102,San Antonio Spurs,SAS,94
2023-24,12/6/2023,TOR vs MIA,202312060TOR,Toronto Raptors,TOR,103,Miami Heat,MIA,112
2023-24,12/6/2023,WAS vs PHI,202312060WAS,Washington Wizards,WAS,126,Philadelphia 76ers,PHI,131
2023-24,12/5/2023,LAL vs PHO,202312050LAL,Los Angeles Lakers,LAL,106,Phoenix Suns,PHO,103
2023-24,12/5/2023,MIL vs NYK,202312050MIL,Milwaukee Bucks,MIL,146,New York Knicks,NYK,122
2023-24,12/4/2023,IND vs BOS,202312040IND,Indiana Pacers,IND,122,Boston Celtics,BOS,112
2023-24,12/4/2023,SAC vs NOP,202312040SAC,Sacramento Kings,SAC,117,New Orleans Pelicans,NOP,127
2023-24,12/2/2023,BRK vs ORL,202312020BRK,Brooklyn Nets,BRK,129,Orlando Magic,ORL,101
2023-24,12/2/2023,CHI vs NOP,202312020CHI,Chicago Bulls,CHI,124,New Orleans Pelicans,NOP,118
2023-24,12/2/2023,CHO vs MIN,202312020CHO,Charlotte Hornets,CHO,117,Minnesota Timberwolves,MIN,123
2023-24,12/2/2023,DAL vs OKC,202312020DAL,Dallas Mavericks,DAL,120,Oklahoma City Thunder,OKC,126
2023-24,12/2/2023,DET vs CLE,202312020DET,Detroit Pistons,DET,101,Cleveland Cavaliers,CLE,110
2023-24,12/2/2023,LAC vs GSW,202312020LAC,Los Angeles Clippers,LAC,113,Golden State Warriors,GSW,112
2023-24,12/2/2023,LAL vs HOU,202312020LAL,Los Angeles Lakers,LAL,107,Houston Rockets,HOU,97
2023-24,12/2/2023,MIA vs IND,202312020MIA,Miami Heat,MIA,129,Indiana Pacers,IND,144
2023-24,12/2/2023,MIL vs ATL,202312020MIL,Milwaukee Bucks,MIL,132,Atlanta Hawks,ATL,121
2023-24,12/2/2023,PHO vs MEM,202312020PHO,Phoenix Suns,PHO,116,Memphis Grizzlies,MEM,109
2023-24,12/2/2023,SAC vs DEN,202312020SAC,Sacramento Kings,SAC,123,Denver Nuggets,DEN,117
2023-24,12/2/2023,UTA vs POR,202312020UTA,Utah Jazz,UTA,118,Portland Trail Blazers,POR,113
2023-24,12/1/2023,BOS vs PHI,202312010BOS,Boston Celtics,BOS,125,Philadelphia 76ers,PHI,119
2023-24,12/1/2023,DAL vs MEM,202312010DAL,Dallas Mavericks,DAL,94,Memphis Grizzlies,MEM,108
2023-24,12/1/2023,NOP vs SAS,202312010NOP,New Orleans Pelicans,NOP,121,San Antonio Spurs,SAS,106
2023-24,12/1/2023,ORL vs WAS,202312010ORL,Orlando Magic,ORL,130,Washington Wizards,WAS,125
2023-24,12/1/2023,PHO vs DEN,202312010PHO,Phoenix Suns,PHO,111,Denver Nuggets,DEN,119
2023-24,12/1/2023,TOR vs NYK,202312010TOR,Toronto Raptors,TOR,106,New York Knicks,NYK,119
2023-24,11/30/2023,BRK vs CHO,202311300BRK,Brooklyn Nets,BRK,128,Charlotte Hornets,CHO,129
2023-24,11/30/2023,CHI vs MIL,202311300CHI,Chicago Bulls,CHI,120,Milwaukee Bucks,MIL,113
2023-24,11/30/2023,CLE vs POR,202311300CLE,Cleveland Cavaliers,CLE,95,Portland Trail Blazers,POR,103
2023-24,11/30/2023,GSW vs LAC,202311300GSW,Golden State Warriors,GSW,120,Los Angeles Clippers,LAC,114
2023-24,11/30/2023,MIA vs IND,202311300MIA,Miami Heat,MIA,142,Indiana Pacers,IND,132
2023-24,11/30/2023,MIN vs UTA,202311300MIN,Minnesota Timberwolves,MIN,101,Utah Jazz,UTA,90
2023-24,11/30/2023,NYK vs DET,202311300NYK,New York Knicks,NYK,118,Detroit Pistons,DET,112
2023-24,11/30/2023,OKC vs LAL,202311300OKC,Oklahoma City Thunder,OKC,133,Los Angeles Lakers,LAL,110
2023-24,11/30/2023,SAS vs ATL,202311300SAS,San Antonio Spurs,SAS,135,Atlanta Hawks,ATL,137
2023-24,11/29/2023,DEN vs HOU,202311290DEN,Denver Nuggets,DEN,134,Houston Rockets,HOU,124
2023-24,11/29/2023,DET vs LAL,202311290DET,Detroit Pistons,DET,107,Los Angeles Lakers,LAL,133
2023-24,11/29/2023,MEM vs UTA,202311290MEM,Memphis Grizzlies,MEM,105,Utah Jazz,UTA,91
2023-24,11/29/2023,NOP vs PHI,202311290NOP,New Orleans Pelicans,NOP,124,Philadelphia 76ers,PHI,114
2023-24,11/29/2023,ORL vs WAS,202311290ORL,Orlando Magic,ORL,139,Washington Wizards,WAS,120
2023-24,11/29/2023,SAC vs LAC,202311290SAC,Sacramento Kings,SAC,117,Los Angeles Clippers,LAC,131
2023-24,11/29/2023,TOR vs PHO,202311290TOR,Toronto Raptors,TOR,112,Phoenix Suns,PHO,105
2023-24,11/28/2023,BOS vs CHI,202311280BOS,Boston Celtics,BOS,124,Chicago Bulls,CHI,97
2023-24,11/28/2023,BRK vs TOR,202311280BRK,Brooklyn Nets,BRK,115,Toronto Raptors,TOR,103
2023-24,11/28/2023,CLE vs ATL,202311280CLE,Cleveland Cavaliers,CLE,128,Atlanta Hawks,ATL,105
2023-24,11/28/2023,DAL vs HOU,202311280DAL,Dallas Mavericks,DAL,121,Houston Rockets,HOU,115
2023-24,11/28/2023,MIA vs MIL,202311280MIA,Miami Heat,MIA,124,Milwaukee Bucks,MIL,131
2023-24,11/28/2023,MIN vs OKC,202311280MIN,Minnesota Timberwolves,MIN,106,Oklahoma City Thunder,OKC,103
2023-24,11/28/2023,NYK vs CHO,202311280NYK,New York Knicks,NYK,115,Charlotte Hornets,CHO,91
2023-24,11/28/2023,SAC vs GSW,202311280SAC,Sacramento Kings,SAC,124,Golden State Warriors,GSW,123
2023-24,11/27/2023,DET vs WAS,202311270DET,Detroit Pistons,DET,107,Washington Wizards,WAS,126
2023-24,11/27/2023,IND vs POR,202311270IND,Indiana Pacers,IND,110,Portland Trail Blazers,POR,114
2023-24,11/27/2023,LAC vs DEN,202311270LAC,Los Angeles Clippers,LAC,104,Denver Nuggets,DEN,113
2023-24,11/27/2023,PHI vs LAL,202311270PHI,Philadelphia 76ers,PHI,138,Los Angeles Lakers,LAL,94
2023-24,11/27/2023,UTA vs NOP,202311270UTA,Utah Jazz,UTA,114,New Orleans Pelicans,NOP,112
2023-24,11/26/2023,BOS vs ATL,202311260BOS,Boston Celtics,BOS,113,Atlanta Hawks,ATL,103
2023-24,11/26/2023,BRK vs CHI,202311260BRK,Brooklyn Nets,BRK,118,Chicago Bulls,CHI,109
2023-24,11/26/2023,CLE vs TOR,202311260CLE,Cleveland Cavaliers,CLE,105,Toronto Raptors,TOR,102
2023-24,11/26/2023,DEN vs SAS,202311260DEN,Denver Nuggets,DEN,132,San Antonio Spurs,SAS,120
2023-24,11/26/2023,MEM vs MIN,202311260MEM,Memphis Grizzlies,MEM,97,Minnesota Timberwolves,MIN,119
2023-24,11/26/2023,MIL vs POR,202311260MIL,Milwaukee Bucks,MIL,108,Portland Trail Blazers,POR,102
2023-24,11/26/2023,NYK vs PHO,202311260NYK,New York Knicks,NYK,113,Phoenix Suns,PHO,116
2023-24,11/26/2023,ORL vs CHO,202311260ORL,Orlando Magic,ORL,130,Charlotte Hornets,CHO,117
2023-24,11/25/2023,BRK vs MIA,202311250BRK,Brooklyn Nets,BRK,112,Miami Heat,MIA,97
2023-24,11/25/2023,CLE vs LAL,202311250CLE,Cleveland Cavaliers,CLE,115,Los Angeles Lakers,LAL,121
2023-24,11/25/2023,LAC vs DAL,202311250LAC,Los Angeles Clippers,LAC,107,Dallas Mavericks,DAL,88
2023-24,11/25/2023,OKC vs PHI,202311250OKC,Oklahoma City Thunder,OKC,123,Philadelphia 76ers,PHI,127
2023-24,11/25/2023,UTA vs NOP,202311250UTA,Utah Jazz,UTA,105,New Orleans Pelicans,NOP,100
2023-24,11/25/2023,WAS vs ATL,202311250WAS,Washington Wizards,WAS,108,Atlanta Hawks,ATL,136
2023-24,11/24/2023,GSW vs SAS,202311240GSW,Golden State Warriors,GSW,118,San Antonio Spurs,SAS,112
2023-24,11/24/2023,HOU vs DEN,202311240HOU,Houston Rockets,HOU,105,Denver Nuggets,DEN,86
2023-24,11/24/2023,IND vs DET,202311240IND,Indiana Pacers,IND,136,Detroit Pistons,DET,113
2023-24,11/24/2023,LAC vs NOP,202311240LAC,Los Angeles Clippers,LAC,106,New Orleans Pelicans,NOP,116
2023-24,11/24/2023,MEM vs PHO,202311240MEM,Memphis Grizzlies,MEM,89,Phoenix Suns,PHO,110
2023-24,11/24/2023,MIL vs WAS,202311240MIL,Milwaukee Bucks,MIL,131,Washington Wizards,WAS,128
2023-24,11/24/2023,MIN vs SAC,202311240MIN,Minnesota Timberwolves,MIN,111,Sacramento Kings,SAC,124
2023-24,11/24/2023,NYK vs MIA,202311240NYK,New York Knicks,NYK,100,Miami Heat,MIA,98
2023-24,11/24/2023,ORL vs BOS,202311240ORL,Orlando Magic,ORL,113,Boston Celtics,BOS,96
2023-24,11/24/2023,TOR vs CHI,202311240TOR,Toronto Raptors,TOR,121,Chicago Bulls,CHI,108
2023-24,11/22/2023,ATL vs BRK,202311220ATL,Atlanta Hawks,ATL,147,Brooklyn Nets,BRK,145
2023-24,11/22/2023,BOS vs MIL,202311220BOS,Boston Celtics,BOS,119,Milwaukee Bucks,MIL,116
2023-24,11/22/2023,CHO vs WAS,202311220CHO,Charlotte Hornets,CHO,117,Washington Wizards,WAS,114
2023-24,11/22/2023,CLE vs MIA,202311220CLE,Cleveland Cavaliers,CLE,96,Miami Heat,MIA,129
2023-24,11/22/2023,HOU vs MEM,202311220HOU,Houston Rockets,HOU,111,Memphis Grizzlies,MEM,91
2023-24,11/22/2023,IND vs TOR,202311220IND,Indiana Pacers,IND,131,Toronto Raptors,TOR,132
2023-24,11/22/2023,LAL vs DAL,202311220LAL,Los Angeles Lakers,LAL,101,Dallas Mavericks,DAL,104
2023-24,11/22/2023,MIN vs PHI,202311220MIN,Minnesota Timberwolves,MIN,112,Philadelphia 76ers,PHI,99
2023-24,11/22/2023,NOP vs SAC,202311220NOP,New Orleans Pelicans,NOP,117,Sacramento Kings,SAC,112
2023-24,11/22/2023,OKC vs CHI,202311220OKC,Oklahoma City Thunder,OKC,116,Chicago Bulls,CHI,102
2023-24,11/22/2023,ORL vs DEN,202311220ORL,Orlando Magic,ORL,124,Denver Nuggets,DEN,119
2023-24,11/22/2023,PHO vs GSW,202311220PHO,Phoenix Suns,PHO,123,Golden State Warriors,GSW,115
2023-24,11/22/2023,POR vs UTA,202311220POR,Portland Trail Blazers,POR,121,Utah Jazz,UTA,105
2023-24,11/22/2023,SAS vs LAC,202311220SAS,San Antonio Spurs,SAS,102,Los Angeles Clippers,LAC,109
2023-24,11/21/2023,ATL vs IND,202311210ATL,Atlanta Hawks,ATL,152,Indiana Pacers,IND,157
2023-24,11/21/2023,LAL vs UTA,202311210LAL,Los Angeles Lakers,LAL,131,Utah Jazz,UTA,99
2023-24,11/21/2023,ORL vs TOR,202311210ORL,Orlando Magic,ORL,126,Toronto Raptors,TOR,107
2023-24,11/21/2023,PHI vs CLE,202311210PHI,Philadelphia 76ers,PHI,119,Cleveland Cavaliers,CLE,122
2023-24,11/21/2023,PHO vs POR,202311210PHO,Phoenix Suns,PHO,120,Portland Trail Blazers,POR,107
2023-24,11/20/2023,CHI vs MIA,202311200CHI,Chicago Bulls,CHI,100,Miami Heat,MIA,118
2023-24,11/20/2023,CHO vs BOS,202311200CHO,Charlotte Hornets,CHO,121,Boston Celtics,BOS,118
2023-24,11/20/2023,DET vs DEN,202311200DET,Detroit Pistons,DET,103,Denver Nuggets,DEN,107
2023-24,11/20/2023,GSW vs HOU,202311200GSW,Golden State Warriors,GSW,121,Houston Rockets,HOU,116
2023-24,11/20/2023,MIN vs NYK,202311200MIN,Minnesota Timberwolves,MIN,117,New York Knicks,NYK,100
2023-24,11/20/2023,NOP vs SAC,202311200NOP,New Orleans Pelicans,NOP,129,Sacramento Kings,SAC,93
2023-24,11/20/2023,SAS vs LAC,202311200SAS,San Antonio Spurs,SAS,99,Los Angeles Clippers,LAC,124
2023-24,11/20/2023,WAS vs MIL,202311200WAS,Washington Wizards,WAS,129,Milwaukee Bucks,MIL,142
2023-24,11/19/2023,BRK vs PHI,202311190BRK,Brooklyn Nets,BRK,99,Philadelphia 76ers,PHI,121
2023-24,11/19/2023,CLE vs DEN,202311190CLE,Cleveland Cavaliers,CLE,121,Denver Nuggets,DEN,109
2023-24,11/19/2023,DAL vs SAC,202311190DAL,Dallas Mavericks,DAL,113,Sacramento Kings,SAC,129
2023-24,11/19/2023,IND vs ORL,202311190IND,Indiana Pacers,IND,116,Orlando Magic,ORL,128
2023-24,11/19/2023,LAL vs HOU,202311190LAL,Los Angeles Lakers,LAL,105,Houston Rockets,HOU,104
2023-24,11/19/2023,MEM vs BOS,202311190MEM,Memphis Grizzlies,MEM,100,Boston Celtics,BOS,102
2023-24,11/19/2023,POR vs OKC,202311190POR,Portland Trail Blazers,POR,91,Oklahoma City Thunder,OKC,134
2023-24,11/19/2023,TOR vs DET,202311190TOR,Toronto Raptors,TOR,142,Detroit Pistons,DET,113
2023-24,11/19/2023,UTA vs PHO,202311190UTA,Utah Jazz,UTA,137,Phoenix Suns,PHO,140
2023-24,11/18/2023,CHI vs MIA,202311180CHI,Chicago Bulls,CHI,102,Miami Heat,MIA,97
2023-24,11/18/2023,CHO vs NYK,202311180CHO,Charlotte Hornets,CHO,108,New York Knicks,NYK,122
2023-24,11/18/2023,GSW vs OKC,202311180GSW,Golden State Warriors,GSW,123,Oklahoma City Thunder,OKC,130
2023-24,11/18/2023,MIL vs DAL,202311180MIL,Milwaukee Bucks,MIL,132,Dallas Mavericks,DAL,125
2023-24,11/18/2023,NOP vs MIN,202311180NOP,New Orleans Pelicans,NOP,120,Minnesota Timberwolves,MIN,121
2023-24,11/18/2023,SAS vs MEM,202311180SAS,San Antonio Spurs,SAS,108,Memphis Grizzlies,MEM,120
2023-24,11/17/2023,ATL vs PHI,202311170ATL,Atlanta Hawks,ATL,116,Philadelphia 76ers,PHI,126
2023-24,11/17/2023,CHI vs ORL,202311170CHI,Chicago Bulls,CHI,97,Orlando Magic,ORL,103
2023-24,11/17/2023,CHO vs MIL,202311170CHO,Charlotte Hornets,CHO,99,Milwaukee Bucks,MIL,130
2023-24,11/17/2023,CLE vs DET,202311170CLE,Cleveland Cavaliers,CLE,108,Detroit Pistons,DET,100
2023-24,11/17/2023,LAC vs HOU,202311170LAC,Los Angeles Clippers,LAC,106,Houston Rockets,HOU,100
2023-24,11/17/2023,NOP vs DEN,202311170NOP,New Orleans Pelicans,NOP,115,Denver Nuggets,DEN,110
2023-24,11/17/2023,POR vs LAL,202311170POR,Portland Trail Blazers,POR,95,Los Angeles Lakers,LAL,107
2023-24,11/17/2023,SAS vs SAC,202311170SAS,San Antonio Spurs,SAS,120,Sacramento Kings,SAC,129
2023-24,11/17/2023,TOR vs BOS,202311170TOR,Toronto Raptors,TOR,105,Boston Celtics,BOS,108
2023-24,11/17/2023,UTA vs PHO,202311170UTA,Utah Jazz,UTA,128,Phoenix Suns,PHO,131
2023-24,11/17/2023,WAS vs NYK,202311170WAS,Washington Wizards,WAS,99,New York Knicks,NYK,120
2023-24,11/16/2023,GSW vs OKC,202311160GSW,Golden State Warriors,GSW,109,Oklahoma City Thunder,OKC,128
2023-24,11/16/2023,MIA vs BRK,202311160MIA,Miami Heat,MIA,122,Brooklyn Nets,BRK,115
2023-24,11/15/2023,ATL vs NYK,202311150ATL,Atlanta Hawks,ATL,114,New York Knicks,NYK,116
2023-24,11/15/2023,CHI vs ORL,202311150CHI,Chicago Bulls,CHI,94,Orlando Magic,ORL,96
2023-24,11/15/2023,LAL vs SAC,202311150LAL,Los Angeles Lakers,LAL,110,Sacramento Kings,SAC,125
